geoid_2010,geoid_2020,AREALAND_INT
060014422001019,060014422001011,1136
060014422001020,060014422001009,20770
060014422001021,060014422001009,15979
060014422001022,060014422001015,18390
060014422001023,060014422001014,18341
060014422001024,060014422004006,3990
060014422001025,060014422004010,2095
060014422002000,060014422002000,7304
060014422002001,060014422002001,3446
060014422002002,060014422002002,62809
060014422002003,060014422002000,4791
060014422002004,060014422002005,426123
060014422002005,060014422002003,51964
060014422002006,060014422002017,20426
060014422002007,060014422002017,53804
060014422002008,060014422002018,24785
060014422002009,060014422002019,16937
060014422002010,060014422002019,13499
060014422002011,060014422002019,11952
060014422002012,060014422002020,48369
060014422002013,060014422002011,49382
060014422002014,060014422002012,21663
060014422002015,060014422002006,18936
060014422002016,060014422002007,3155
060014422002017,060014422002008,2218
060014422002018,060014422002009,2235
060014422002019,060014422002010,29631
060014422002020,060014422002010,16724
060014422002021,060014422002010,15060
060014422002022,060014422002014,11686
060014422002023,060014422002015,3269
060014422002024,060014422002014,29328
060014422002025,060014422002013,42666
060014422002026,060014422002027,36183
060014422002027,060014422002023,30677
060014422002028,060014422002022,326965
060014422002029,060014422002024,23904
060014422002030,060014422002025,161
060014422002031,060014422002021,29239
060014422002032,060014422002028,20867
060014422003000,060014422003000,27927
060014422003001,060014422003001,62433
060014422003002,060014422003002,34522
060014422003003,060014422003003,40603
060014422003004,060014422003004,6716
060014422003005,060014422003005,75482
060014422003006,060014422003006,10800
060014422003007,060014422003001,11160
060014422003008,060014422003007,4310
060014422003009,060014422003008,56965
060014422003010,060014422003010,27923
060014422003011,060014422003009,28704
060014422003012,060014422003011,50607
060014422003013,060014422003012,66280
060014422003014,060014422003013,2228
060014422003015,060014422003014,18203
060014422003016,060014422003015,24624
060014422003017,060014422003016,8882
060014422003018,060014422003015,8614
060014422004000,060014422004000,2601
060014422004001,060014422004001,152452
060014422004002,060014422004003,21155
060014422004003,060014422004002,31557
060014422004004,060014422004004,21105
060014422004005,060014422004013,5680
060014422004006,060014422004012,80181
060014422004007,060014422004011,35048
060014422004008,060014422004010,624979
060014422004009,060014422004008,12698
060014422004010,060014422004011,16054
060014422004011,060014422004011,9735
060014422004012,060014422004009,4403
060014422004013,060014422004016,114848
060014422004014,060014422004016,22385
060014422004015,060014422004015,31364
060014422004016,060014422004015,298849
060014422004017,060014422004014,3401
060014422004018,060014422004010,206
060014422004019,060014422004007,10239
060014422004020,060014422004007,402
060014422004021,060014422004008,376
060014422004022,060014422004008,101865
060014422004023,060014422004001,10759
060014422004024,060014422004001,8205
060014422004025,060014422004017,12447
060014423011000,060014423011000,34299
060014423011001,060014423011001,4715
060014423011002,060014423011002,27611
060014423011003,060014423011003,43897
060014423011004,060014423011011,25340
060014423011005,060014423011010,20147
060014423011006,060014423011008,56221
060014423011007,060014423011009,3261
060014423011008,060014423011018,26183
060014423011009,060014423011004,217480
060014423011010,060014423011005,1607
060014423011011,060014423011006,52298
060014423011012,060014423011007,38865
060014423011013,060014423011012,23248
060014423011014,060014423011013,17448
060014423011015,060014423011014,18831
060014423011016,060014423011015,2096
060014423011017,060014423011016,4718
060014423011018,060014423011017,2773
060014423012000,060014423012000,33909
060014423012001,060014423012001,52380
060014423012002,060014423023001,34160
060014423012003,060014423023005,1686
060014423012004,060014423012007,117460
060014423012005,060014423012002,59239
060014423012006,060014423012003,18232
060014423012007,060014423012004,21970
060014423012008,060014423012005,15740
060014423012009,060014423012006,22153
060014423012010,060014423012008,8885
060014423013000,060014423013000,123586
060014423013001,060014423013001,15604
060014423013002,060014423013003,75155
060014423013003,060014423013002,41927
060014423013004,060014423013006,11991
060014423013005,060014423013005,22822
060014423013006,060014423013004,60347
060014423013007,060014423013000,16666
060014423013008,060014423013000,47293
060014423013009,060014423013008,3136
060014423013010,060014423013007,3670
060014423021000,060014423022000,541
060014423021001,060014423022002,109432
060014423021002,060014423022003,12883
060014423021003,060014423022001,7477
060014423021004,060014423022004,61225
060014423021005,060014423022007,1046
060014423021006,060014423022004,12532
060014423021007,060014423022004,19164
060014423021008,060014423022013,62157
060014423021009,060014423022012,270
060014423021010,060014423022012,359
060014423021011,060014423022012,3334
060014423022000,060014423023000,97114
060014423022001,060014423023001,56815
060014423022002,060014423023002,4140
060014423022003,060014423023004,3081
060014423022004,060014423023006,7295
060014423022005,060014423023007,10428
060014423022006,060014423023008,5777
060014423022007,060014423023005,12817
060014423022008,060014423023003,6743
060014423022009,060014423023001,1055
060014423022010,060014423023009,15301
060014423023000,060014423021000,43804
060014423023001,060014423021001,2417
060014423023002,060014423021000,2138
060014423023003,060014423021000,1928
060014423023004,060014423021002,44681
060014423023005,060014423021003,20258
060014423023006,060014423021004,40136
060014423023007,060014423021005,14421
060014423023008,060014423021006,14071
060014423023009,060014423021006,874
060014423023010,060014423021005,891
060014423023011,060014423021011,1473
060014423023012,060014423021012,1063
060014423023013,060014423021013,1527
060014423023014,060014423021003,14012
060014423023015,060014423021003,34107
060014423023016,060014423021018,13460
060014423023017,060014423021017,11478
060014423023018,060014423021009,25229
060014423023019,060014423021010,18054
060014423023020,060014423021014,2481
060014423023021,060014423021015,2709
060014423023022,060014423021007,17116
060014423023023,060014423021008,16176
060014423023024,060014423021016,1552
060014424001000,060014424001000,6356
060014424001001,060014424001001,81456
060014424001002,060014424001002,13526
060014424001003,060014424001003,29075
060014424001004,060014424001004,12606
060014424001005,060014424001005,23172
060014424001006,060014424001006,28996
060014424001007,060014424001007,15633
060014424001008,060014424001008,15724
060014424001009,060014424001009,15930
060014424001010,060014424001010,16499
060014424001011,060014424001011,24015
060014424001012,060014424001012,5371
060014424001013,060014424001004,15958
060014424002000,060014424002000,32514
060014424002001,060014424002001,2865
060014424002002,060014424002002,2155
060014424002003,060014424002003,2287
060014424002004,060014424002004,61191
060014424002005,060014424002005,6609
060014424002006,060014424002006,29620
060014424002007,060014424002007,36701
060014424002008,060014424002008,100288
060014424002009,060014424002010,3680
060014424002010,060014424002009,3726
060014424002011,060014424002011,3731
060014424002012,060014424002012,6111
060014424002013,060014424002013,2387
060014424002014,060014424002014,49120
060014424002015,060014424002015,6983
060014424002016,060014424002016,22976
060014424002017,060014424002017,24697
060014424002018,060014424002018,23228
060014424003000,060014424003000,29140
060014424003001,060014424003000,123309
060014424003002,060014424003004,25035
060014424003003,060014424003003,33798
060014424003004,060014424003005,56262
060014424003005,060014424003006,1635
060014424003006,060014424003007,6391
060014424003007,060014424003008,3104
060014424003008,060014424003009,10216
060014424003009,060014424003001,9325
060014424003010,060014424003001,46046
060014424003011,060014424003002,13822
060014424003012,060014424003013,30096
060014424003013,060014424003012,29481
060014424003014,060014424003011,24390
060014424003015,060014424003010,22202
060014424003016,060014424003010,12112
060014424004000,060014424004000,45446
060014424004001,060014424004001,23620
060014424004002,060014424004002,24920
060014424004003,060014424004003,56974
060014424004004,060014424004004,5528
060014424004005,060014424004005,2786
060014424004006,060014424004006,36208
060014424004007,060014424004007,15159
060014424004008,060014424004006,607
060014424004009,060014424004011,5680
060014424004010,060014424004007,14676
060014424004011,060014424004012,22037
060014424004012,060014424004013,17421
060014424004013,060014424004010,25000
060014424004014,060014424004009,30942
060014424004015,060014424004008,25205
060014424004016,060014424004012,14390
060014424004017,060014424004007,14489
060014425001000,060014425011000,15241
060014425001001,060014425011001,225239
060014425001002,060014425011001,30581
060014425001003,060014425011003,25290
060014425001004,060014425011001,8616
060014425001005,060014425011000,11233
060014425001006,060014425011000,9952
060014425001007,060014425011002,16764
060014425001008,060014425011004,13045
060014425001009,060014425011006,22013
060014425001010,060014425011005,12400
060014425001011,060014425011005,11573
060014425001012,060014425011004,46056
060014425001013,060014425011007,57678
060014425001014,060014425011008,3976
060014425001015,060014425011001,25114
060014425002000,060014425012000,27320
060014425002001,060014425012001,61482
060014425002002,060014425012002,20876
