zcta,BlockCode,TechCategory,max_ad_down,max_ad_up
94545,060014370001009,Copper (DSL/VDSL),50.0,10.0
94545,060014370001009,Fiber to the Premises,1000.0,1000.0
94545,060014370001010,Copper (DSL/VDSL),50.0,10.0
94545,060014370001010,Fiber to the Premises,1000.0,1000.0
94545,060014370001011,Copper (DSL/VDSL),75.0,20.0
94545,060014370001012,Copper (DSL/VDSL),12.0,1.5
94545,060014370002001,Copper (DSL/VDSL),100.0,20.0
94545,060014370002001,Fiber to the Premises,1000.0,1000.0
94545,060014370002004,Copper (DSL/VDSL),25.0,5.0
94545,060014370002004,Fiber to the Premises,1000.0,1000.0
94545,060014370002006,Copper (DSL/VDSL),50.0,10.0
94545,060014370002006,Fiber to the Premises,1000.0,1000.0
94545,060014370002007,Copper (DSL/VDSL),25.0,5.0
94545,060014370002007,Fiber to the Premises,1000.0,1000.0
94545,060014370002008,Copper (DSL/VDSL),50.0,10.0
94545,060014370002008,Fiber to the Premises,1000.0,1000.0
94545,060014370002009,Copper (DSL/VDSL),100.0,20.0
94545,060014370002009,Fiber to the Premises,1000.0,1000.0
94545,060014370003000,Copper (DSL/VDSL),18.0,1.5
94545,060014370003001,Copper (DSL/VDSL),50.0,10.0
94545,060014370003005,Copper (DSL/VDSL),100.0,20.0
94545,060014370003006,Copper (DSL/VDSL),100.0,20.0
94545,060014370003017,Copper (DSL/VDSL),100.0,20.0
94545,060014370003018,Copper (DSL/VDSL),100.0,20.0
94545,060014370003019,Copper (DSL/VDSL),75.0,20.0
94545,060014370003020,Copper (DSL/VDSL),100.0,20.0
94545,060014370003021,Copper (DSL/VDSL),100.0,20.0
94545,060014370003022,Copper (DSL/VDSL),75.0,20.0
94545,060014370003024,Copper (DSL/VDSL),100.0,20.0
94545,060014370003025,Copper (DSL/VDSL),100.0,20.0
94545,060014370003026,Copper (DSL/VDSL),100.0,20.0
94545,060014370003026,Fiber to the Premises,1000.0,1000.0
94545,060014370003027,Copper (DSL/VDSL),100.0,20.0
94545,060014371011000,Fiber to the Premises,1000.0,1000.0
94545,060014371011001,Fiber to the Premises,1000.0,1000.0
94545,060014371011002,Fiber to the Premises,1000.0,1000.0
94545,060014371011004,Copper (DSL/VDSL),6.0,0.512
94545,060014371011004,Fiber to the Premises,1000.0,1000.0
94545,060014371011006,Copper (DSL/VDSL),18.0,1.5
94545,060014371011007,Copper (DSL/VDSL),1.5,1.0
94545,060014371011008,Copper (DSL/VDSL),25.0,5.0
94545,060014371011008,Fiber to the Premises,1000.0,1000.0
94545,060014371011009,Copper (DSL/VDSL),6.0,1.0
94545,060014371011010,Copper (DSL/VDSL),0.768,0.384
94545,060014371011011,Copper (DSL/VDSL),0.768,0.384
94545,060014371011012,Copper (DSL/VDSL),25.0,5.0
94545,060014371011012,Fiber to the Premises,1000.0,1000.0
94545,060014371011013,Copper (DSL/VDSL),6.0,1.0
94545,060014371011014,Copper (DSL/VDSL),0.768,0.384
94545,060014371011015,Copper (DSL/VDSL),6.0,1.0
94545,060014371011016,Copper (DSL/VDSL),6.0,1.0
94545,060014371011017,Copper (DSL/VDSL),0.768,0.384
94545,060014371011018,Copper (DSL/VDSL),6.0,0.512
94545,060014371011019,Copper (DSL/VDSL),6.0,0.512
94545,060014371011022,Copper (DSL/VDSL),6.0,0.512
94545,060014371011025,Copper (DSL/VDSL),0.768,0.384
94545,060014371011027,Copper (DSL/VDSL),0.768,0.384
94545,060014371011028,Copper (DSL/VDSL),6.0,0.512
94545,060014371011029,Copper (DSL/VDSL),1.5,1.0
94545,060014371011031,Copper (DSL/VDSL),6.0,1.0
94545,060014371011032,Copper (DSL/VDSL),6.0,1.0
94545,060014371011033,Copper (DSL/VDSL),6.0,1.0
94545,060014371011037,Copper (DSL/VDSL),6.0,1.0
94545,060014371011038,Copper (DSL/VDSL),5.0,1.0
94545,060014371011043,Copper (DSL/VDSL),6.0,1.0
94545,060014371011046,Copper (DSL/VDSL),3.0,1.0
94545,060014371011047,Copper (DSL/VDSL),12.0,1.5
94545,060014371011049,Copper (DSL/VDSL),12.0,1.5
94545,060014371011054,Copper (DSL/VDSL),6.0,1.0
94545,060014371011058,Copper (DSL/VDSL),6.0,1.0
94545,060014371012000,Copper (DSL/VDSL),100.0,20.0
94545,060014371012001,Copper (DSL/VDSL),75.0,20.0
94545,060014371012002,Copper (DSL/VDSL),100.0,20.0
94545,060014371012003,Copper (DSL/VDSL),100.0,20.0
94545,060014371012004,Copper (DSL/VDSL),100.0,20.0
94545,060014371012005,Copper (DSL/VDSL),50.0,10.0
94545,060014371012006,Copper (DSL/VDSL),100.0,20.0
94545,060014371012007,Copper (DSL/VDSL),100.0,20.0
94545,060014371012008,Copper (DSL/VDSL),100.0,20.0
94545,060014371012009,Copper (DSL/VDSL),100.0,20.0
94545,060014371012010,Copper (DSL/VDSL),100.0,20.0
94545,060014371012011,Copper (DSL/VDSL),50.0,10.0
94545,060014371012012,Copper (DSL/VDSL),10.0,1.0
94545,060014371012013,Copper (DSL/VDSL),5.0,1.0
94545,060014371013002,Copper (DSL/VDSL),50.0,10.0
94545,060014371013002,Fiber to the Premises,1000.0,1000.0
94545,060014371013005,Copper (DSL/VDSL),12.0,1.5
94545,060014371013005,Fiber to the Premises,1000.0,1000.0
94545,060014371013007,Copper (DSL/VDSL),50.0,10.0
94545,060014371013007,Fiber to the Premises,1000.0,1000.0
94545,060014371013008,Copper (DSL/VDSL),25.0,5.0
94545,060014371013008,Fiber to the Premises,1000.0,1000.0
94545,060014371013009,Copper (DSL/VDSL),50.0,10.0
94545,060014371013009,Fiber to the Premises,1000.0,1000.0
94545,060014371013010,Copper (DSL/VDSL),50.0,10.0
94545,060014371013010,Fiber to the Premises,1000.0,1000.0
94545,060014371013011,Copper (DSL/VDSL),50.0,10.0
94545,060014371013011,Fiber to the Premises,1000.0,1000.0
94545,060014371013012,Copper (DSL/VDSL),25.0,5.0
94545,060014371013012,Fiber to the Premises,1000.0,1000.0
94545,060014371021001,Copper (DSL/VDSL),18.0,1.5
94545,060014371022000,Copper (DSL/VDSL),100.0,20.0
94545,060014371022000,Fiber to the Premises,1000.0,1000.0
94545,060014371023001,Copper (DSL/VDSL),3.0,1.0
94545,060014371023002,Copper (DSL/VDSL),50.0,10.0
94545,060014371023002,Fiber to the Premises,1000.0,1000.0
94545,060014371023003,Copper (DSL/VDSL),25.0,5.0
94545,060014371023003,Fiber to the Premises,1000.0,1000.0
94545,060014371023005,Copper (DSL/VDSL),50.0,10.0
94545,060014371023005,Fiber to the Premises,1000.0,1000.0
94545,060014371023006,Copper (DSL/VDSL),50.0,10.0
94545,060014371023006,Fiber to the Premises,1000.0,1000.0
94545,060014371023007,Copper (DSL/VDSL),25.0,5.0
94545,060014371023007,Fiber to the Premises,1000.0,1000.0
94545,060014371023009,Copper (DSL/VDSL),25.0,5.0
94545,060014371023009,Fiber to the Premises,1000.0,1000.0
94545,060014371023010,Copper (DSL/VDSL),50.0,10.0
94545,060014371023010,Fiber to the Premises,1000.0,1000.0
94545,060014371023011,Fiber to the Premises,1000.0,1000.0
94545,060014371023012,Copper (DSL/VDSL),50.0,10.0
94545,060014371023012,Fiber to the Premises,1000.0,1000.0
94545,060014372001005,Copper (DSL/VDSL),75.0,20.0
94545,060014372001006,Copper (DSL/VDSL),50.0,10.0
94545,060014372001007,Copper (DSL/VDSL),50.0,10.0
94545,060014372001008,Copper (DSL/VDSL),50.0,10.0
94545,060014372001013,Copper (DSL/VDSL),50.0,10.0
94545,060014372001015,Copper (DSL/VDSL),75.0,20.0
94545,060014372002000,Copper (DSL/VDSL),100.0,20.0
94545,060014372002001,Copper (DSL/VDSL),100.0,20.0
94545,060014372002002,Copper (DSL/VDSL),100.0,20.0
94545,060014372002003,Copper (DSL/VDSL),50.0,10.0
94545,060014372002004,Copper (DSL/VDSL),50.0,10.0
94545,060014372002005,Copper (DSL/VDSL),18.0,1.5
94545,060014372003002,Copper (DSL/VDSL),25.0,5.0
94545,060014372003002,Fiber to the Premises,1000.0,1000.0
94545,060014372003003,Copper (DSL/VDSL),50.0,10.0
94545,060014372003003,Fiber to the Premises,1000.0,1000.0
94545,060014372003004,Copper (DSL/VDSL),100.0,20.0
94545,060014372003004,Fiber to the Premises,1000.0,1000.0
94545,060014372003005,Copper (DSL/VDSL),0.768,0.256
94545,060014372003005,Fiber to the Premises,1000.0,1000.0
94545,060014372003006,Copper (DSL/VDSL),18.0,1.5
94545,060014372003006,Fiber to the Premises,1000.0,1000.0
94545,060014372003007,Copper (DSL/VDSL),25.0,5.0
94545,060014372003007,Fiber to the Premises,1000.0,1000.0
94545,060014372003008,Copper (DSL/VDSL),25.0,5.0
94545,060014372003008,Fiber to the Premises,1000.0,1000.0
94545,060014372003009,Fiber to the Premises,1000.0,1000.0
94545,060014372003010,Copper (DSL/VDSL),50.0,10.0
94545,060014372003010,Fiber to the Premises,1000.0,1000.0
94545,060014372003011,Copper (DSL/VDSL),25.0,5.0
94545,060014372003011,Fiber to the Premises,1000.0,1000.0
94545,060014372004000,Copper (DSL/VDSL),100.0,20.0
94545,060014372004001,Copper (DSL/VDSL),100.0,20.0
94545,060014372004002,Copper (DSL/VDSL),75.0,20.0
94545,060014372004003,Copper (DSL/VDSL),100.0,20.0
94545,060014372004004,Copper (DSL/VDSL),50.0,10.0
94545,060014372004005,Copper (DSL/VDSL),50.0,10.0
94545,060014372004006,Copper (DSL/VDSL),75.0,20.0
94545,060014372004007,Copper (DSL/VDSL),18.0,1.5
94545,060014372004008,Copper (DSL/VDSL),50.0,10.0
94545,060014372004009,Copper (DSL/VDSL),50.0,10.0
94545,060014372004010,Copper (DSL/VDSL),75.0,20.0
94545,060014372004011,Copper (DSL/VDSL),75.0,20.0
94545,060014373001002,Copper (DSL/VDSL),6.0,1.0
94545,060014373001002,Fiber to the Premises,1000.0,1000.0
94545,060014373001003,Copper (DSL/VDSL),3.0,0.384
94545,060014373001003,Fiber to the Premises,1000.0,1000.0
94545,060014373001004,Copper (DSL/VDSL),6.0,1.0
94545,060014373001004,Fiber to the Premises,1000.0,1000.0
94545,060014373001005,Copper (DSL/VDSL),6.0,1.0
94545,060014373001005,Fiber to the Premises,1000.0,1000.0
94545,060014373001006,Fiber to the Premises,1000.0,1000.0
94545,060014373001007,Copper (DSL/VDSL),5.0,1.0
94545,060014373001007,Fiber to the Premises,1000.0,1000.0
94545,060014373002000,Copper (DSL/VDSL),6.0,1.0
94545,060014373002000,Fiber to the Premises,1000.0,1000.0
94545,060014373002003,Copper (DSL/VDSL),100.0,20.0
94545,060014373002003,Fiber to the Premises,1000.0,1000.0
94545,060014373002004,Copper (DSL/VDSL),50.0,10.0
94545,060014373002004,Fiber to the Premises,1000.0,1000.0
94545,060014373003000,Copper (DSL/VDSL),25.0,5.0
94545,060014373003000,Fiber to the Premises,1000.0,1000.0
94545,060014373003001,Copper (DSL/VDSL),50.0,10.0
94545,060014373003001,Fiber to the Premises,1000.0,1000.0
94545,060014373003002,Copper (DSL/VDSL),25.0,5.0
94545,060014373003002,Fiber to the Premises,1000.0,1000.0
94545,060014373003009,Copper (DSL/VDSL),100.0,20.0
94545,060014373003009,Fiber to the Premises,1000.0,1000.0
94545,060014373003010,Copper (DSL/VDSL),50.0,10.0
94545,060014373003010,Fiber to the Premises,1000.0,1000.0
94545,060014383001002,Copper (DSL/VDSL),100.0,20.0
94545,060014383001002,Fiber to the Premises,1000.0,1000.0
94545,060014383001003,Copper (DSL/VDSL),50.0,10.0
94545,060014383001003,Fiber to the Premises,1000.0,1000.0
94545,060014383001004,Copper (DSL/VDSL),50.0,10.0
94545,060014383001004,Fiber to the Premises,1000.0,1000.0
94545,060014383001005,Copper (DSL/VDSL),50.0,10.0
94545,060014383001005,Fiber to the Premises,1000.0,1000.0
94545,060014383001006,Copper (DSL/VDSL),50.0,10.0
94545,060014383001006,Fiber to the Premises,1000.0,1000.0
94545,060014383002000,Fiber to the Premises,1000.0,1000.0
94545,060014383002001,Copper (DSL/VDSL),50.0,10.0
94545,060014383002001,Fiber to the Premises,1000.0,1000.0
94545,060014383002002,Copper (DSL/VDSL),50.0,10.0
94545,060014383002002,Fiber to the Premises,1000.0,1000.0
94545,060014383002003,Copper (DSL/VDSL),25.0,5.0
94545,060014383002003,Fiber to the Premises,1000.0,1000.0
94545,060014383002004,Copper (DSL/VDSL),50.0,10.0
94545,060014383002004,Fiber to the Premises,1000.0,1000.0
94545,060014383002005,Copper (DSL/VDSL),50.0,10.0
94545,060014383002005,Fiber to the Premises,1000.0,1000.0
94545,060014383002006,Copper (DSL/VDSL),50.0,10.0
94545,060014383002006,Fiber to the Premises,1000.0,1000.0
94545,060014383002007,Copper (DSL/VDSL),25.0,5.0
94545,060014383002007,Fiber to the Premises,1000.0,1000.0
94545,060014383002008,Copper (DSL/VDSL),75.0,20.0
94545,060014383002008,Fiber to the Premises,1000.0,1000.0
94545,060014383002009,Copper (DSL/VDSL),50.0,10.0
94545,060014383002009,Fiber to the Premises,1000.0,1000.0
94545,060014383002010,Copper (DSL/VDSL),25.0,5.0
94545,060014383002010,Fiber to the Premises,1000.0,1000.0
94545,060014383002011,Copper (DSL/VDSL),75.0,20.0
94545,060014383002011,Fiber to the Premises,1000.0,1000.0
94545,060014383002012,Copper (DSL/VDSL),75.0,20.0
94545,060014383002012,Fiber to the Premises,1000.0,1000.0
94545,060014383002013,Copper (DSL/VDSL),75.0,20.0
94545,060014383002013,Fiber to the Premises,1000.0,1000.0
94545,060014383003002,Copper (DSL/VDSL),18.0,1.5
94545,060014383003004,Copper (DSL/VDSL),50.0,10.0
94545,060014383003004,Fiber to the Premises,1000.0,1000.0
94545,060014383003005,Copper (DSL/VDSL),25.0,5.0
94545,060014383003005,Fiber to the Premises,1000.0,1000.0
94545,060014383003006,Copper (DSL/VDSL),25.0,5.0
94545,060014383003006,Fiber to the Premises,1000.0,1000.0
94545,060014383003008,Copper (DSL/VDSL),12.0,1.5
94545,060014383003011,Copper (DSL/VDSL),75.0,20.0
94545,060014383003011,Fiber to the Premises,1000.0,1000.0
94545,060014383003012,Copper (DSL/VDSL),25.0,5.0
94545,060014383003012,Fiber to the Premises,1000.0,1000.0
94545,060014384001000,Copper (DSL/VDSL),50.0,10.0
94545,060014384001001,Copper (DSL/VDSL),75.0,20.0
94545,060014384001002,Copper (DSL/VDSL),100.0,20.0
94545,060014384001002,Fiber to the Premises,1000.0,1000.0
94545,060014384001003,Copper (DSL/VDSL),100.0,20.0
94545,060014384001004,Copper (DSL/VDSL),100.0,20.0
94545,060014384001006,Copper (DSL/VDSL),50.0,10.0
94545,060014384001007,Copper (DSL/VDSL),75.0,20.0
94545,060014384001008,Copper (DSL/VDSL),75.0,20.0
94545,060014384002000,Copper (DSL/VDSL),50.0,10.0
94545,060014384002000,Fiber to the Premises,1000.0,1000.0
94545,060014384002001,Copper (DSL/VDSL),50.0,10.0
94545,060014384002002,Copper (DSL/VDSL),50.0,10.0
94545,060014384002003,Copper (DSL/VDSL),50.0,10.0
94545,060014384002004,Copper (DSL/VDSL),25.0,5.0
94545,060014384002005,Copper (DSL/VDSL),100.0,20.0
94545,060014384002006,Copper (DSL/VDSL),100.0,20.0
94545,060014384002008,Copper (DSL/VDSL),5.0,1.0
94545,060014384002009,Copper (DSL/VDSL),75.0,20.0
94545,060014384002010,Copper (DSL/VDSL),100.0,20.0
94545,060014384002011,Copper (DSL/VDSL),50.0,10.0
94545,060014384002012,Copper (DSL/VDSL),50.0,10.0
94545,060014384002013,Copper (DSL/VDSL),100.0,20.0
94545,060014384002020,Copper (DSL/VDSL),6.0,1.0
94546,060014301021044,Copper (DSL/VDSL),6.0,1.0
94546,060014301021046,Copper (DSL/VDSL),50.0,10.0
94546,060014301021046,Fiber to the Premises,1000.0,1000.0
94546,060014302001011,Copper (DSL/VDSL),25.0,5.0
94546,060014302002000,Copper (DSL/VDSL),100.0,20.0
94546,060014302002003,Copper (DSL/VDSL),50.0,10.0
94546,060014302002003,Fiber to the Premises,1000.0,1000.0
94546,060014302002004,Copper (DSL/VDSL),50.0,10.0
94546,060014302002004,Fiber to the Premises,1000.0,1000.0
94546,060014302002006,Copper (DSL/VDSL),75.0,20.0
94546,060014302002006,Fiber to the Premises,1000.0,1000.0
94546,060014302002007,Copper (DSL/VDSL),75.0,20.0
94546,060014302002007,Fiber to the Premises,1000.0,1000.0
94546,060014302002010,Copper (DSL/VDSL),50.0,10.0
94546,060014302002011,Copper (DSL/VDSL),75.0,20.0
94546,060014302003000,Copper (DSL/VDSL),50.0,10.0
94546,060014302003000,Fiber to the Premises,1000.0,1000.0
94546,060014302003001,Copper (DSL/VDSL),50.0,10.0
94546,060014302003001,Fiber to the Premises,1000.0,1000.0
94546,060014302003002,Copper (DSL/VDSL),50.0,10.0
94546,060014302003002,Fiber to the Premises,1000.0,1000.0
94546,060014302003003,Copper (DSL/VDSL),100.0,20.0
94546,060014302003003,Fiber to the Premises,1000.0,1000.0
94546,060014302003005,Copper (DSL/VDSL),100.0,20.0
94546,060014302003005,Fiber to the Premises,1000.0,1000.0
94546,060014302003006,Copper (DSL/VDSL),100.0,20.0
94546,060014302003006,Fiber to the Premises,1000.0,1000.0
94546,060014302004000,Copper (DSL/VDSL),50.0,10.0
94546,060014302004000,Fiber to the Premises,1000.0,1000.0
94546,060014302004001,Copper (DSL/VDSL),25.0,5.0
94546,060014302004001,Fiber to the Premises,1000.0,1000.0
94546,060014302004002,Copper (DSL/VDSL),75.0,20.0
94546,060014302004002,Fiber to the Premises,1000.0,1000.0
94546,060014302004003,Copper (DSL/VDSL),50.0,10.0
94546,060014302004003,Fiber to the Premises,1000.0,1000.0
94546,060014302004004,Copper (DSL/VDSL),25.0,5.0
94546,060014302004004,Fiber to the Premises,1000.0,1000.0
94546,060014302004005,Copper (DSL/VDSL),50.0,10.0
94546,060014302004005,Fiber to the Premises,1000.0,1000.0
94546,060014302004006,Copper (DSL/VDSL),25.0,5.0
94546,060014302004006,Fiber to the Premises,1000.0,1000.0
94546,060014302004007,Copper (DSL/VDSL),50.0,10.0
94546,060014302004007,Fiber to the Premises,1000.0,1000.0
94546,060014302004008,Copper (DSL/VDSL),25.0,5.0
94546,060014302004008,Fiber to the Premises,1000.0,1000.0
94546,060014302004009,Copper (DSL/VDSL),50.0,10.0
94546,060014302004009,Fiber to the Premises,1000.0,1000.0
94546,060014302005000,Copper (DSL/VDSL),50.0,10.0
94546,060014302005000,Fiber to the Premises,1000.0,1000.0
94546,060014302005001,Copper (DSL/VDSL),100.0,20.0
94546,060014302005002,Copper (DSL/VDSL),50.0,10.0
94546,060014302005003,Copper (DSL/VDSL),75.0,20.0
94546,060014302005004,Copper (DSL/VDSL),100.0,20.0
94546,060014302005005,Copper (DSL/VDSL),50.0,10.0
94546,060014302005005,Fiber to the Premises,1000.0,1000.0
94546,060014302005006,Copper (DSL/VDSL),50.0,10.0
94546,060014302005006,Fiber to the Premises,1000.0,1000.0
94546,060014302005007,Copper (DSL/VDSL),50.0,10.0
94546,060014302005007,Fiber to the Premises,1000.0,1000.0
94546,060014302005008,Copper (DSL/VDSL),100.0,20.0
94546,060014302005008,Fiber to the Premises,1000.0,1000.0
94546,060014303001002,Copper (DSL/VDSL),3.0,0.384
94546,060014303001006,Copper (DSL/VDSL),100.0,20.0
94546,060014303001007,Copper (DSL/VDSL),50.0,10.0
94546,060014303001008,Copper (DSL/VDSL),25.0,5.0
94546,060014303001009,Copper (DSL/VDSL),50.0,10.0
94546,060014303002000,Copper (DSL/VDSL),50.0,10.0
94546,060014303002000,Fiber to the Premises,1000.0,1000.0
94546,060014303002001,Fiber to the Premises,1000.0,1000.0
94546,060014303002002,Copper (DSL/VDSL),75.0,20.0
94546,060014303002002,Fiber to the Premises,1000.0,1000.0
94546,060014303002003,Copper (DSL/VDSL),25.0,5.0
94546,060014303002003,Fiber to the Premises,1000.0,1000.0
94546,060014303002004,Copper (DSL/VDSL),50.0,10.0
94546,060014303002004,Fiber to the Premises,1000.0,1000.0
94546,060014303002005,Copper (DSL/VDSL),25.0,5.0
94546,060014303002005,Fiber to the Premises,1000.0,1000.0
94546,060014303003000,Copper (DSL/VDSL),100.0,20.0
94546,060014303003000,Fiber to the Premises,1000.0,1000.0
94546,060014303003001,Fiber to the Premises,1000.0,1000.0
94546,060014303003002,Copper (DSL/VDSL),50.0,10.0
94546,060014303003002,Fiber to the Premises,1000.0,1000.0
94546,060014303003003,Copper (DSL/VDSL),50.0,10.0
94546,060014303003003,Fiber to the Premises,1000.0,1000.0
94546,060014304001000,Copper (DSL/VDSL),100.0,20.0
94546,060014304001000,Fiber to the Premises,1000.0,1000.0
94546,060014304001001,Copper (DSL/VDSL),50.0,10.0
94546,060014304001001,Fiber to the Premises,1000.0,1000.0
94546,060014304001002,Fiber to the Premises,1000.0,1000.0
94546,060014304001003,Copper (DSL/VDSL),50.0,10.0
94546,060014304001003,Fiber to the Premises,1000.0,1000.0
94546,060014304001004,Copper (DSL/VDSL),100.0,20.0
94546,060014304001006,Copper (DSL/VDSL),100.0,20.0
94546,060014304001006,Fiber to the Premises,1000.0,1000.0
94546,060014304001007,Copper (DSL/VDSL),100.0,20.0
94546,060014304001007,Fiber to the Premises,1000.0,1000.0
94546,060014304001008,Copper (DSL/VDSL),100.0,20.0
94546,060014304001009,Copper (DSL/VDSL),100.0,20.0
94546,060014304001009,Fiber to the Premises,1000.0,1000.0
94546,060014304001012,Copper (DSL/VDSL),50.0,10.0
94546,060014304001012,Fiber to the Premises,1000.0,1000.0
94546,060014304002003,Copper (DSL/VDSL),25.0,5.0
94546,060014304002005,Copper (DSL/VDSL),100.0,20.0
94546,060014304002005,Fiber to the Premises,1000.0,1000.0
94546,060014305001000,Copper (DSL/VDSL),25.0,5.0
94546,060014305001000,Fiber to the Premises,1000.0,1000.0
94546,060014305001002,Copper (DSL/VDSL),12.0,1.5
94546,060014305001015,Copper (DSL/VDSL),50.0,10.0
94546,060014305001015,Fiber to the Premises,1000.0,1000.0
94546,060014305001016,Copper (DSL/VDSL),25.0,5.0
94546,060014305001016,Fiber to the Premises,1000.0,1000.0
94546,060014305001018,Copper (DSL/VDSL),50.0,10.0
94546,060014305001018,Fiber to the Premises,1000.0,1000.0
94546,060014305002000,Copper (DSL/VDSL),100.0,20.0
94546,060014305003007,Copper (DSL/VDSL),75.0,20.0
94546,060014305003007,Fiber to the Premises,1000.0,1000.0
94546,060014305003009,Copper (DSL/VDSL),50.0,10.0
94546,060014305003009,Fiber to the Premises,1000.0,1000.0
94546,060014305003010,Copper (DSL/VDSL),100.0,20.0
94546,060014305003010,Fiber to the Premises,1000.0,1000.0
94546,060014305003011,Copper (DSL/VDSL),25.0,5.0
94546,060014305003011,Fiber to the Premises,1000.0,1000.0
94546,060014305003012,Copper (DSL/VDSL),50.0,10.0
94546,060014305003012,Fiber to the Premises,1000.0,1000.0
94546,060014305003013,Copper (DSL/VDSL),50.0,10.0
94546,060014305003013,Fiber to the Premises,1000.0,1000.0
94546,060014305003014,Copper (DSL/VDSL),25.0,5.0
94546,060014305003014,Fiber to the Premises,1000.0,1000.0
94546,060014305003015,Fiber to the Premises,1000.0,1000.0
94546,060014305003016,Copper (DSL/VDSL),75.0,20.0
94546,060014305003016,Fiber to the Premises,1000.0,1000.0
94546,060014305003017,Copper (DSL/VDSL),50.0,10.0
94546,060014305003017,Fiber to the Premises,1000.0,1000.0
94546,060014305003018,Copper (DSL/VDSL),100.0,20.0
94546,060014305003018,Fiber to the Premises,1000.0,1000.0
94546,060014305003019,Copper (DSL/VDSL),50.0,10.0
94546,060014305003019,Fiber to the Premises,1000.0,1000.0
94546,060014305003020,Copper (DSL/VDSL),50.0,10.0
94546,060014305003020,Fiber to the Premises,1000.0,1000.0
94546,060014306001000,Copper (DSL/VDSL),100.0,20.0
94546,060014306001000,Fiber to the Premises,1000.0,1000.0
94546,060014306001001,Copper (DSL/VDSL),100.0,20.0
94546,060014306001002,Copper (DSL/VDSL),100.0,20.0
94546,060014306001003,Copper (DSL/VDSL),50.0,10.0
94546,060014306001004,Copper (DSL/VDSL),100.0,20.0
94546,060014306002001,Copper (DSL/VDSL),100.0,20.0
94546,060014306002002,Copper (DSL/VDSL),100.0,20.0
94546,060014306002002,Fiber to the Premises,1000.0,1000.0
94546,060014306003000,Copper (DSL/VDSL),100.0,20.0
94546,060014306003001,Copper (DSL/VDSL),100.0,20.0
94546,060014306003002,Copper (DSL/VDSL),50.0,10.0
94546,060014306003004,Copper (DSL/VDSL),100.0,20.0
94546,060014306003006,Copper (DSL/VDSL),100.0,20.0
94546,060014306003006,Fiber to the Premises,1000.0,1000.0
94546,060014306003007,Copper (DSL/VDSL),100.0,20.0
94546,060014306003007,Fiber to the Premises,1000.0,1000.0
94546,060014306003018,Copper (DSL/VDSL),100.0,20.0
94546,060014306003019,Copper (DSL/VDSL),50.0,10.0
94546,060014306003019,Fiber to the Premises,1000.0,1000.0
94546,060014306004000,Copper (DSL/VDSL),100.0,20.0
94546,060014306004001,Copper (DSL/VDSL),100.0,20.0
94546,060014307001000,Copper (DSL/VDSL),25.0,5.0
94546,060014307001000,Fiber to the Premises,1000.0,1000.0
94546,060014307001001,Copper (DSL/VDSL),100.0,20.0
94546,060014307001001,Fiber to the Premises,1000.0,1000.0
94546,060014307001002,Copper (DSL/VDSL),100.0,20.0
94546,060014307001003,Copper (DSL/VDSL),100.0,20.0
94546,060014307001005,Copper (DSL/VDSL),25.0,5.0
94546,060014307001006,Copper (DSL/VDSL),100.0,20.0
94546,060014307002000,Copper (DSL/VDSL),100.0,20.0
94546,060014307002000,Fiber to the Premises,1000.0,1000.0
94546,060014307002001,Copper (DSL/VDSL),50.0,10.0
94546,060014307002001,Fiber to the Premises,1000.0,1000.0
94546,060014307002002,Copper (DSL/VDSL),50.0,10.0
94546,060014307002002,Fiber to the Premises,1000.0,1000.0
94546,060014307002003,Copper (DSL/VDSL),50.0,10.0
94546,060014307002003,Fiber to the Premises,1000.0,1000.0
94546,060014307002004,Copper (DSL/VDSL),25.0,5.0
94546,060014307002004,Fiber to the Premises,1000.0,1000.0
94546,060014307002005,Copper (DSL/VDSL),50.0,10.0
94546,060014307002005,Fiber to the Premises,1000.0,1000.0
94546,060014307002006,Copper (DSL/VDSL),50.0,10.0
94546,060014307002006,Fiber to the Premises,1000.0,1000.0
94546,060014307002007,Copper (DSL/VDSL),25.0,5.0
94546,060014307002007,Fiber to the Premises,1000.0,1000.0
94546,060014307002008,Copper (DSL/VDSL),50.0,10.0
94546,060014307002008,Fiber to the Premises,1000.0,1000.0
94546,060014307002009,Copper (DSL/VDSL),100.0,20.0
94546,060014307002009,Fiber to the Premises,1000.0,1000.0
94546,060014307002010,Copper (DSL/VDSL),50.0,10.0
94546,060014307002010,Fiber to the Premises,1000.0,1000.0
94546,060014307003000,Copper (DSL/VDSL),50.0,10.0
94546,060014307003000,Fiber to the Premises,1000.0,1000.0
94546,060014307003001,Copper (DSL/VDSL),100.0,20.0
94546,060014307003003,Copper (DSL/VDSL),100.0,20.0
94546,060014307003004,Copper (DSL/VDSL),100.0,20.0
94546,060014307003004,Fiber to the Premises,1000.0,1000.0
94546,060014307003005,Copper (DSL/VDSL),50.0,10.0
94546,060014307003005,Fiber to the Premises,1000.0,1000.0
94546,060014307003006,Copper (DSL/VDSL),50.0,10.0
94546,060014307003007,Copper (DSL/VDSL),25.0,5.0
94546,060014308001003,Copper (DSL/VDSL),100.0,20.0
94546,060014308002004,Copper (DSL/VDSL),50.0,10.0
94546,060014308003001,Copper (DSL/VDSL),75.0,20.0
94546,060014308003002,Copper (DSL/VDSL),75.0,20.0
94546,060014308003003,Copper (DSL/VDSL),25.0,5.0
94546,060014308003004,Copper (DSL/VDSL),25.0,5.0
