n,mean_ratio,median_ratio,std_ratio,min_ratio,max_ratio,p25_ratio,p75_ratio,n_below_0_5,n_above_1_0,n_p75,mean_ratio_p75,median_ratio_p75,std_ratio_p75,min_ratio_p75,max_ratio_p75,n_below_0_5_p75,n_above_1_0_p75
47,0.7908850045955554,0.30471987117287175,1.940112578162968,0.02377148102390543,11.353966234068036,0.06529447632382665,0.7401664841031894,27,5,47,2.2490944523433978,0.7293080236490915,6.0810550481030985,0.028032703322513015,32.23627632918802,23,21
