GEOID,ZCTA,LAND_AREA
060014358004001,94580,15408
060014358004002,94580,40667
060014358004003,94580,11794
060014358004004,94580,27831
060014358004005,94580,19513
060014358004006,94580,118763
060014358004007,94580,5181
060014358004008,94580,8213
060014358004009,94580,2525
060014358004010,94580,3952
060014359001000,94580,53178
060014359001001,94580,28077
060014359001002,94580,19139
060014359001003,94580,9603
060014359001004,94580,346911
060014359001005,94580,37900
060014359001006,94580,16881
060014359001007,94580,19248
060014359001008,94580,21802
060014359001009,94580,13075
060014359001010,94580,28357
060014359001011,94580,26531
060014359001012,94580,28135
060014359001013,94580,17290
060014359002000,94580,2840
060014359002001,94580,66711
060014359002002,94580,12858
060014359002003,94580,26683
060014359002004,94580,30780
060014359002005,94580,31131
060014359002006,94580,14520
060014359002007,94580,14638
060014359002008,94580,21968
060014359002009,94580,22625
060014359002010,94580,18846
060014359002011,94580,13603
060014359002012,94580,15736
060014359002013,94580,20975
060014359002014,94580,17240
060014359003000,94580,33270
060014359003001,94580,14369
060014359003002,94580,27836
060014359003003,94580,22661
060014359003004,94580,16593
060014359003005,94580,76291
060014359003006,94580,10667
060014359003007,94580,18763
060014359003008,94580,18066
060014359003009,94580,4627
060014359003010,94580,14407
060014359003011,94580,17452
060014359003012,94580,17644
060014359003013,94580,17998
060014359003014,94580,823033
060014359003015,94580,38563
060014359003016,94580,4810
060014359004000,94580,1366
060014359004001,94580,13518
060014359004002,94580,29761
060014359004003,94580,17377
060014359004004,94580,4713
060014359004005,94580,3444
060014359004006,94580,13614
060014359004007,94580,17911
060014359004008,94580,75609
060014359004009,94580,62179
060014360001000,94580,3040
060014360001001,94580,168974
060014360001002,94580,19327
060014360001003,94580,36028
060014360001004,94580,33488
060014360001005,94580,15359
060014360001006,94580,40532
060014360001007,94580,27970
060014360002000,94580,32538
060014360002001,94580,26831
060014360002002,94580,40719
060014360002003,94580,20991
060014360002004,94580,1139
060014360002005,94580,2708
060014360002006,94580,25294
060014360002007,94580,19793
060014360002008,94580,11663
060014360002009,94580,13485
060014360002010,94580,13434
060014360002011,94580,87753
060014360002012,94580,8807
060014360002013,94580,26649
060014360002014,94580,12281
060014360002015,94580,28456
060014360002016,94580,199229
060014360002017,94580,22793
060014360003000,94580,24820
060014360003001,94580,24281
060014360003002,94580,22888
060014360003003,94580,21166
060014360003004,94580,15310
060014360003005,94580,15176
060014360003006,94580,15327
060014360003007,94580,15285
060014360003008,94580,15370
060014360003009,94580,14079
060014360003010,94580,12175
060014360003011,94580,22274
060014360003012,94580,20107
060014360003013,94580,12812
060014360003014,94580,51241
060014360003015,94580,17423
060014360003016,94580,17515
060014360003017,94580,14147
060014360003018,94580,13349
060014360003019,94580,13574
060014360003020,94580,15987
060014360003021,94580,11519
060014361001000,94580,285906
060014361001001,94580,21178
060014361001002,94580,20169
060014361001003,94580,20255
060014361001004,94580,20047
060014361002000,94541,106825
060014361002001,94541,25051
060014361002002,94541,21393
060014361002003,94541,57806
060014361002004,94580,5151
060014361002005,94580,7286
060014361002006,94541,8513
060014361002007,94541,24269
060014361002008,94541,146073
060014361002009,94541,4493
060014361002010,94541,2891
060014361002011,94541,4538
060014361002012,94541,20795
060014361002013,94541,20363
060014361002014,94541,6016
060014361002015,94580,5439
060014361002016,94541,2414
060014361002017,94541,20491
060014361003000,94580,34625
060014361003001,94580,11194
060014361003002,94580,41224
060014361003003,94580,38625
060014361003004,94580,31965
060014361003005,94580,28417
060014361003006,94580,13522
060014361003007,94580,26814
060014361003008,94580,22394
060014361003009,94580,20824
060014361003010,94580,21353
060014361003011,94580,34371
060014361003012,94580,33744
060014361003013,94580,22247
060014361003014,94580,19558
060014361003015,94580,3144
060014362001000,94541,94515
060014362001001,94541,7045
060014362001002,94541,59449
060014362001003,94541,2148
060014362001004,94541,1131
060014362001005,94541,331
060014362001006,94541,18273
060014362002000,94541,71326
060014362002001,94541,19631
060014362002002,94541,64863
060014362002003,94541,97266
060014362002004,94541,1622
060014362002005,94541,1892
060014362002006,94541,14877
060014362002007,94541,14682
060014362002008,94541,86389
060014362002009,94541,5065
060014362002010,94541,81608
060014362002011,94541,2403
060014363011000,94541,19562
060014363011001,94541,156434
060014363011002,94541,27807
060014363011003,94541,39479
060014363011004,94541,33264
060014363011005,94541,1971
060014363011006,94541,11007
060014363011007,94541,21670
060014363011008,94541,21634
060014363011009,94541,1829
060014363011010,94541,37718
060014363011011,94541,48518
060014363011012,94541,11880
060014363011013,94541,31517
060014363011014,94541,849
060014363011015,94541,58964
060014363011016,94541,4948
060014363011017,94541,1479
060014363012000,94541,2645
060014363012001,94541,20770
060014363012002,94541,22547
060014363012003,94541,52147
060014363012004,94541,15365
060014363012005,94541,12366
060014363012006,94541,69828
060014363012007,94541,12602
060014363012008,94541,2669
060014363012009,94541,17708
060014363012010,94541,69677
060014363012011,94541,18014
060014363012012,94541,2718
060014363012013,94541,11864
060014363012014,94541,8722
060014363012015,94541,13855
060014363012016,94541,10157
060014363012017,94541,11650
060014363012018,94541,18487
060014363012019,94541,17532
060014363012020,94541,36441
060014363012021,94541,46156
060014363012022,94541,17452
060014363012023,94541,13074
060014363012024,94541,2667
060014363021000,94541,23596
060014363021001,94541,31466
060014363021002,94541,82374
060014363021003,94541,8533
060014363021004,94541,23600
060014363021005,94541,47978
060014363021006,94541,3794
060014363021007,94541,33024
060014363022000,94541,46628
060014363022001,94541,10356
060014363022002,94541,9071
060014363022003,94541,48934
060014363022004,94541,13067
060014363022005,94541,19180
060014363022006,94541,6782
060014363022007,94541,1037
060014363022008,94541,2764
060014363022009,94541,23737
060014363023000,94544,6732
060014363023001,94544,9960
060014363023002,94541,15369
060014363023003,94541,11104
060014363023004,94541,11289
060014363023005,94541,3436
060014363023006,94541,24433
060014363023007,94544,74607
060014363023008,94544,11960
060014363023009,94544,14431
060014363023010,94544,11299
060014363023011,94544,3084
060014363023012,94544,3655
060014363023013,94544,136215
060014364021000,94542,653998
060014364021001,94541,563664
060014364021002,94541,3910
060014364021003,94541,17918
060014364021004,94541,6482
060014364021005,94541,13414
060014364021006,94541,14754
060014364021007,94541,286608
060014364021008,94542,786626
060014364021009,94542,5120
060014364021010,94542,1096
060014364022000,94542,745501
060014364022001,94541,52092
060014364022002,94542,21396
060014364022003,94542,578946
060014364022004,94542,12564
060014364022005,94542,39589
060014364022006,94542,2984
060014364022007,94542,42886
060014364022008,94542,26355
060014364022009,94542,395554
060014364022010,94542,2899
060014364031000,94542,209938
060014364031001,94542,23015
060014364031002,94542,14551
060014364031003,94542,26340
060014364031004,94542,86755
060014364032000,94541,330167
060014364032001,94541,123421
060014364032002,94541,11691
060014364032003,94541,28073
060014364032004,94544,73782
060014364032005,94544,39010
060014364033000,94541,7909
060014364033001,94541,1110
060014364033002,94541,17005
060014364033003,94541,7960
060014364033004,94541,49532
060014364033005,94541,78084
060014364034000,94541,7287
060014364034001,94541,8490
060014364034002,94541,69825
060014364034003,94541,33344
060014364034004,94541,1000
060014364034005,94541,294598
060014364041000,94541,466275
060014364041001,94541,15077
060014364041002,94541,11067
060014364041003,94541,10533
060014364042000,94541,157091
060014364042001,94541,334978
060014364042002,94541,7814
060014364042003,94541,9599
060014364042004,94541,19096
060014364042005,94541,17177
060014364042006,94541,49212
060014364042007,94541,2780
060014364043000,94541,419724
060014364043001,94541,15638
060014364043002,94541,14362
060014364043003,94541,22234
060014364043004,94541,1204
060014365001000,94544,3759
060014365001001,94544,20665
060014365001002,94544,1701
060014365001003,94544,2859
060014365001004,94544,32042
060014365001005,94544,130829
060014365001006,94544,11680
060014365001007,94544,2906
060014365001008,94544,10416
060014365001009,94544,1932
060014365001010,94544,1259
060014365001011,94544,1640
060014365001012,94544,65344
060014365001013,94544,2242
060014365001014,94544,2813
060014365001015,94544,4160
060014365001016,94544,31376
060014365001017,94544,3817
060014365001018,94544,37944
060014365001019,94544,2125
060014365001020,94544,30066
060014365001021,94544,138592
060014365001022,94544,3338
060014365001023,94544,59762
060014365001024,94544,1618
060014365001025,94544,4094
060014365002000,94542,178846
060014365002001,94542,341140
060014365002002,94544,11232
060014365002003,94542,11793
060014365002004,94542,28496
060014365002005,94542,38465
060014365002006,94542,55723
060014365002007,94542,88638
060014365002008,94542,20964
060014365002009,94542,21104
060014365002010,94542,25140
060014365002011,94542,11960
060014365002012,94544,12493
060014365002013,94544,7524
060014365002014,94544,19106
060014365002015,94542,12540
060014365003000,94542,141285
060014365003001,94542,10089
060014365003002,94542,78293
060014365003003,94542,4850
060014365003004,94542,3007
060014365003005,94542,52335
060014365003006,94542,120034
060014365003007,94542,12081
060014365003008,94542,41674
060014365003009,94542,7037
060014365003010,94542,2724
060014366011000,94544,39699
060014366011001,94544,3020
060014366011002,94544,2795
060014366011003,94544,1285
060014366011004,94544,1116
060014366011005,94544,168100
060014366011006,94544,8094
060014366011007,94544,10079
060014366011008,94544,31401
060014366011009,94544,11996
060014366011010,94544,1442
060014366011011,94544,26363
060014366011012,94544,3442
060014366012000,94544,3113
060014366012001,94544,63045
060014366012002,94544,15635
060014366012003,94544,50962
060014366012004,94544,2340
060014366012005,94544,27648
060014366012006,94544,22777
060014366012007,94544,97269
060014366012008,94544,1791
060014366012009,94544,8978
060014366012010,94544,31722
060014366012011,94544,15839
060014366012012,94544,62474
060014366012013,94544,17164
060014366013000,94544,14084
060014366013001,94544,1275
060014366013002,94544,127078
060014366013003,94544,98696
060014366013004,94544,13470
060014366013005,94544,13455
060014366013006,94544,1760
060014366013007,94544,3362
060014366013008,94544,38247
060014366013009,94544,42563
060014366021000,94544,106367
060014366021001,94544,2887
060014366021002,94544,3967
060014366021003,94544,71598
060014366021004,94544,5217
060014366021005,94544,51188
060014366021006,94544,3523
060014366021007,94544,2845
060014366022000,94544,82351
060014366022001,94544,51497
060014366022002,94544,6794
060014366022003,94544,4663
060014366022004,94544,16212
060014366022005,94544,30978
060014366022006,94544,56494
060014366022007,94544,126066
060014366023000,94544,3400
060014366023001,94544,2019
060014366023002,94544,25385
060014366023003,94544,230786
060014366023004,94544,10047
060014367001000,94541,177085
060014367001001,94544,18073
060014367001002,94544,2423
060014367001003,94541,13678
060014367001004,94541,8791
060014367001005,94541,15791
060014367001006,94541,10300
060014367001007,94541,27441
060014367001008,94541,20659
060014367002000,94541,2380
060014367002001,94541,48463
060014367002002,94541,2134
060014367002003,94541,4337
060014367002004,94541,16485
060014367002005,94541,94036
060014367002006,94541,17154
060014367002007,94541,14609
060014367002008,94541,12983
060014367002009,94541,16871
060014367002010,94541,30663
060014367002011,94541,59624
060014367002012,94541,18516
060014367002013,94541,9480
060014367002014,94541,43497
060014367002015,94541,1503
060014367002016,94541,36568
060014367002017,94541,16953
060014367002018,94541,12858
060014367002019,94541,1326
060014367002020,94541,24041
060014367002021,94541,19547
060014368001000,94544,1042
060014368001001,94544,1289
060014368001002,94544,3969
060014368001003,94544,2466
060014368001004,94544,118399
060014368001005,94544,68510
060014368001006,94544,1394
060014368001007,94544,106258
060014368001008,94544,20268
060014368001009,94544,185213
060014368001010,94544,24060
060014368002000,94544,3530
060014368002001,94544,30063
060014368002002,94544,200092
060014368002003,94544,20619
060014368002004,94544,16968
060014368002005,94544,20824
060014368002006,94544,21037
060014368002007,94544,8796
060014368002008,94544,9349
060014368002009,94544,9715
060014368002010,94544,7977
060014368002011,94544,28751
060014368002012,94544,9263
060014368002013,94544,9784
060014368002014,94544,24659
060014368002015,94544,8821
060014368002016,94544,20721
060014368002017,94544,20588
060014368002018,94544,20941
060014369001000,94541,81131
060014369001001,94541,1344
060014369001002,94541,15210
060014369001003,94541,30238
060014369001004,94541,46348
060014369001005,94541,53941
060014369001006,94541,2148
060014369001007,94541,37391
060014369001008,94541,24783
060014369002000,94541,107052
060014369002001,94541,12909
060014369002002,94541,14313
060014369002003,94541,16693
060014369002004,94541,35026
060014369002005,94541,14088
060014369003000,94541,162160
060014369003001,94541,21953
060014369003002,94541,22330
060014369003003,94541,4327
060014369003004,94541,1232
060014369003005,94541,1266
060014369003006,94541,32824
060014369003007,94541,22340
060014369003008,94541,18150
060014369003009,94541,3796
060014369003010,94541,28846
060014369004000,94541,2536
060014369004001,94541,40357
060014369004002,94541,100516
060014369004003,94541,29585
060014369004004,94541,10734
060014369004005,94541,5282
060014369004006,94541,6782
060014369004007,94541,28644
060014369004008,94541,19228
060014369004009,94541,22933
060014369004010,94541,30885
060014369004011,94541,7212
060014369004012,94541,29572
060014369004013,94541,3649
060014369004014,94541,4583
060014369004015,94541,28936
060014369004016,94541,20313
060014369004017,94541,3506
060014370001000,94545,5500
060014370001001,94545,250831
060014370001002,94545,4782
060014370001003,94545,24835
060014370001004,94545,14348
060014370001005,94545,13124
060014370001006,94545,34461
060014370001007,94545,14987
060014370001008,94545,15474
060014370001009,94545,17182
060014370001010,94545,15506
060014370001011,94545,17249
060014370001012,94545,12196
060014370001013,94545,1031
060014370002000,94545,30409
060014370002001,94545,1758
060014370002002,94545,2875
060014370002003,94545,22260
060014370002004,94545,2266
060014370002005,94545,27757
060014370002006,94545,35554
060014370002007,94545,31153
060014370002008,94545,105996
060014370002009,94545,1270
060014370002010,94545,6206
060014370003000,94545,374307
060014370003001,94545,2529
060014370003002,94545,4703
060014370003003,94545,3047
060014370003004,94545,1044
060014370003005,94545,18312
060014370003006,94545,51900
060014370003007,94545,2951
060014370003008,94545,40108
060014370003009,94545,1527
060014370003010,94545,2017
060014370003011,94545,6471
060014370003012,94545,1301
060014370003013,94545,4328
060014370003014,94545,25394
060014370003015,94545,5233
060014370003016,94545,131048
060014370003017,94545,13123
060014370003018,94545,1430
060014370003019,94545,10223
060014370003020,94545,11272
060014370003021,94545,8574
060014370003022,94545,2716
060014370003023,94545,1726
060014370003024,94545,125467
060014370003025,94545,20529
060014370003026,94545,8153
060014370003027,94545,8811
060014371011000,94545,20881
060014371011001,94545,51511
060014371011002,94545,3627
060014371011003,94545,282118
060014371011004,94545,6336
060014371011005,94545,8346
060014371011006,94545,77406
060014371011007,94545,11302544
060014371011008,94545,11433
060014371011009,94545,56394
060014371011010,94545,13955
060014371011011,94545,14179
060014371011012,94545,13026
060014371011013,94545,42840
060014371011014,94545,9495
060014371011015,94545,19838
060014371011016,94545,127049
060014371011017,94545,83466
060014371011018,94545,11702
060014371011019,94545,17550
060014371011020,94545,2500
060014371011021,94545,12172
060014371011022,94545,11758
060014371011023,94545,81678
060014371011024,94545,11688
060014371011025,94545,26365
060014371011026,94545,90581
060014371011027,94545,97361
060014371011028,94545,344920
060014371011029,94545,2951
060014371011030,94545,546021
060014371011031,94545,14918
060014371011032,94545,138799
060014371011033,94545,7132
060014371011034,94545,3758
060014371011035,94545,7728
060014371011036,94545,3921
060014371011037,94545,5591
060014371011038,94545,68524
060014371011039,94545,128690
060014371011040,94545,12736
060014371011041,94545,2882
060014371011042,94545,7532
060014371011043,94545,2472
060014371011044,94545,2812
060014371011045,94545,2261
060014371011046,94545,13017
060014371011047,94545,3336
060014371011048,94545,4938
060014371011049,94545,6917
060014371011050,94587,15519761
060014371011051,94587,569
060014371011052,94587,0
060014371011053,94545,0
060014371011054,94545,0
060014371011055,94587,3268274
060014371011056,94587,13374
060014371011057,94545,7323
060014371011058,94545,24963
060014371012000,94545,82905
060014371012001,94545,25678
060014371012002,94545,204723
060014371012003,94545,27103
060014371012004,94545,10949
060014371012005,94545,22910
060014371012006,94545,18575
060014371012007,94545,10797
060014371012008,94545,19413
060014371012009,94545,72368
060014371012010,94545,13038
060014371012011,94545,8960
060014371012012,94545,6960
060014371012013,94545,9128
060014371013000,94545,57458
060014371013001,94545,1245
060014371013002,94545,55949
060014371013003,94545,26974
060014371013004,94545,28777
060014371013005,94545,24502
060014371013006,94545,22978
060014371013007,94545,13742
060014371013008,94545,2041
060014371013009,94545,20013
060014371013010,94545,29647
060014371013011,94545,19590
060014371013012,94545,29097
060014371013013,94545,59315
060014371013014,94545,32530
060014371014000,94541,64979
060014371014001,94541,1265
060014371014002,94541,63347
060014371014003,94541,5388
060014371014004,94541,87595
060014371014005,94545,1014523
060014371014006,94545,191001
060014371014007,94545,230417
060014371014008,94545,2694
060014371014009,94545,4821
060014371014010,94541,534402
060014371014011,94541,1218
060014371014012,94545,3521661
060014371014013,94545,3234
060014371014014,94545,1443
060014371014015,94545,1296
060014371014016,94545,1547
060014371014017,94545,1460
060014371014018,94545,2053
060014371014019,94545,5075
060014371014020,94545,0
060014371014021,94545,7170
060014371014022,94545,45202
060014371014023,94545,6095
060014371014024,94545,194253
060014371014025,94545,35681
060014371014026,94545,14645
060014371014027,94545,189324
060014371014028,94545,502380
060014371014029,94545,133623
060014371014030,94545,2443
060014371014031,94545,111528
060014371014032,94545,3931
060014371014033,94545,293279
060014371014034,94545,2012
060014371014035,94545,312467
060014371014036,94545,7722
060014371014037,94545,5370797
060014371014038,94545,113281
060014371014039,94545,2761
060014371014040,94545,3302
060014371014041,94545,20174
060014371014042,94545,136808
060014371014043,94545,1236
060014371014044,94545,3083
060014371014045,94545,281206
060014371014046,94545,289251
060014371014047,94545,2416
060014371014048,94545,3088
060014371014049,94545,23068
060014371014050,94545,402205
060014371014051,94545,159894
060014371014052,94545,1818
060014371014053,94545,78774
060014371014054,94545,121037
060014371014055,94545,57727
060014371014056,94541,780815
060014371014057,94541,50325
060014371014058,94545,2182
060014371014059,94545,26003
060014371014060,94545,4046
060014371014061,94545,12008
060014371014062,94545,83708
060014371014063,94545,0
060014371014064,94545,1075
060014371021000,94545,3624
060014371021001,94545,18608
060014371021002,94545,121473
060014371022000,94545,266538
060014371022001,94545,1338
060014371023000,94545,22891
060014371023001,94545,96877
060014371023002,94545,10438
060014371023003,94545,12785
060014371023004,94545,30262
060014371023005,94545,1306
060014371023006,94545,28835
060014371023007,94545,128908
060014371023008,94545,29760
060014371023009,94545,73786
060014371023010,94545,1322
060014371023011,94545,13814
060014371023012,94545,7440
060014372001000,94545,8907
060014372001001,94545,2037
060014372001002,94545,63962
060014372001003,94545,96351
060014372001004,94545,8950
060014372001005,94545,6412
060014372001006,94545,5145
060014372001007,94545,17868
060014372001008,94545,7915
060014372001009,94545,9829
060014372001010,94545,86341
060014372001011,94545,12813
060014372001012,94545,3029
060014372001013,94545,2098
060014372001014,94545,1429
060014372001015,94545,88332
060014372002000,94545,620540
060014372002001,94545,23209
060014372002002,94545,10250
060014372002003,94545,6657
060014372002004,94545,13477
060014372002005,94545,20646
060014372003000,94545,3377
060014372003001,94545,2281
060014372003002,94545,20150
060014372003003,94545,36521
060014372003004,94545,111196
060014372003005,94545,20062
060014372003006,94545,33784
060014372003007,94545,24700
060014372003008,94545,25435
060014372003009,94545,28667
060014372003010,94545,16443
060014372003011,94545,78323
060014372003012,94545,7850
060014372004000,94545,72058
060014372004001,94545,13856
060014372004002,94545,16112
060014372004003,94545,228452
060014372004004,94545,7511
060014372004005,94545,12057
060014372004006,94545,19721
060014372004007,94545,1021
060014372004008,94545,2831
060014372004009,94545,147964
060014372004010,94545,25427
060014372004011,94545,34541
060014372004012,94545,13593
060014372004013,94545,2740
060014372005000,94545,83057
060014372005001,94545,23241
060014372005002,94545,23900
060014372005003,94545,13951
060014372005004,94545,16651
060014372005005,94545,44694
060014372005006,94545,30681
060014372005007,94545,59422
060014372005008,94545,31444
060014372005009,94545,23394
060014372005010,94545,15459
060014372005011,94545,34192
060014372005012,94545,31646
060014373001000,94545,12037
060014373001001,94545,231528
060014373001002,94545,32867
060014373001003,94545,26079
060014373001004,94545,14887
060014373001005,94545,20418
060014373001006,94545,3488
060014373001007,94545,18536
060014373002000,94545,25510
060014373002001,94545,140173
060014373002002,94545,10470
060014373002003,94545,115877
060014373002004,94545,10842
060014373002005,94545,14457
060014373002006,94545,11066
060014373002007,94545,59666
060014373003000,94545,37203
060014373003001,94545,11511
060014373003002,94545,3219
060014373003003,94545,2758
060014373003004,94545,44242
060014373003005,94545,40245
060014373003006,94545,31427
060014373003007,94545,35053
060014373003008,94545,1655
060014373003009,94545,68383
060014373003010,94545,4266
060014374001000,94544,1561
060014374001001,94544,31291
060014374001002,94544,38380
060014374001003,94544,17643
060014374001004,94544,19649
060014374001005,94544,1001
060014374001006,94544,21381
060014374001007,94544,14184
060014374001008,94544,15308
060014374001009,94544,27624
060014374001010,94544,17309
060014374001011,94544,1036
060014374001012,94544,78754
060014374001013,94544,2534
060014374001014,94544,9556
060014374001015,94544,4091
060014374001016,94544,11489
060014374002000,94544,27694
060014374002001,94544,1307
060014374002002,94544,29244
060014374002003,94544,18629
060014374002004,94544,23291
060014374002005,94544,24346
060014374002006,94544,57724
060014374002007,94544,25267
060014374002008,94544,21986
060014374002009,94544,11215
060014374002010,94544,7548
060014374002011,94544,19895
060014374002012,94544,38564
060014374002013,94544,15957
060014374002014,94544,16030
060014374002015,94544,15064
060014374002016,94544,36079
060014374002017,94544,28573
060014374002018,94544,31006
060014374002019,94544,12180
060014374002020,94544,30539
060014374002021,94544,28689
060014374002022,94544,24789
060014375001000,94544,1839
060014375001001,94544,147014
060014375001002,94544,38173
060014375001003,94544,4150
060014375001004,94544,2743
060014375002000,94544,2666
060014375002001,94544,40215
060014375002002,94544,1732
060014375002003,94544,1622
060014375002004,94544,1565
060014375002005,94544,2232
060014375002006,94544,1447
060014375002007,94544,4387
060014375002008,94544,164488
060014375002009,94544,9797
060014375002010,94544,26582
060014375002011,94544,57731
060014375002012,94544,17059
060014375002013,94544,16245
060014375002014,94544,16918
060014375002015,94544,69989
060014375002016,94544,1179
060014375002017,94544,3783
060014376001000,94544,99573
060014376001001,94544,16293
060014376001002,94544,51619
060014376001003,94544,11839
060014376001004,94544,51861
060014376001005,94544,7626
060014376001006,94544,1417
060014376001007,94544,2603
060014376001008,94544,11932
060014376001009,94544,6400
060014376001010,94544,14643
060014376001011,94544,1115
060014376001012,94544,135237
060014376001013,94544,2256
060014376001014,94544,1246
060014376001015,94544,136488
060014376001016,94544,7506
060014376001017,94544,7828
060014376001018,94544,1558
060014376001019,94544,13820
060014376002000,94544,45318
060014376002001,94544,10462
060014376002002,94544,12571
060014376002003,94544,14298
060014376002004,94544,22072
060014376002005,94544,14612
060014376002006,94544,18281
060014376002007,94544,19860
060014376002008,94544,27774
060014376002009,94544,19698
060014376002010,94544,12669
060014376002011,94544,18502
060014377011000,94544,23437
060014377011001,94544,83108
060014377012000,94544,39883
060014377012001,94544,49459
060014377012002,94544,105048
060014377012003,94544,23786
060014377012004,94544,23861
060014377012005,94544,14445
060014377013000,94544,79519
060014377013001,94544,41559
060014377021000,94544,1161
060014377021001,94544,140832
060014377021002,94544,24205
060014377021003,94544,13709
060014377022000,94544,111790
060014377023000,94544,1519
060014377023001,94544,78272
060014378001000,94544,121602
060014378001001,94544,17007
060014378001002,94544,17034
060014378001003,94544,20107
060014378001004,94544,18247
060014378001005,94544,322430
060014378001006,94544,21745
060014378001007,94544,8048
060014378001008,94544,6593
060014378001009,94544,7857
060014378001010,94544,7733
060014378002000,94544,197621
060014378002001,94544,10853
060014378002002,94544,7754
060014378002003,94544,12530
060014378002004,94544,9103
060014378002005,94544,13703
060014378002006,94544,7406
060014378002007,94544,13832
060014378003000,94544,3792
060014378003001,94544,84779
060014378003002,94544,22437
060014378003003,94544,32973
060014378003004,94544,12263
060014378003005,94544,127520
060014378003006,94544,13009
060014378003007,94544,34024
060014378003008,94544,35113
060014378003009,94544,24113
060014378003010,94544,8729
060014378003011,94544,28338
060014378003012,94544,3781
060014378003013,94544,3550
060014379001000,94544,2770
060014379001001,94544,9756
060014379001002,94544,7343
060014379001003,94544,10115
060014379001004,94544,9891
060014379001005,94544,2863
060014379001006,94544,2842
060014379001007,94544,11850
060014379001008,94544,9892
060014379001009,94544,3692
060014379001010,94544,51955
060014379001011,94544,10770
060014379001012,94544,10102
060014379001013,94544,9351
060014379001014,94544,9468
060014379001015,94544,27591
060014379001016,94544,14592
060014379001017,94544,2025
060014379001018,94544,2038
060014379001019,94544,12693
060014379001020,94544,8809
060014379001021,94544,16894
060014379001022,94544,10956
060014379001023,94544,12155
060014379001024,94544,2338
060014379001025,94544,7987
060014379002000,94544,7557
060014379002001,94544,1411
060014379002002,94544,1917
060014379002003,94544,115483
060014379002004,94544,40202
060014379002005,94544,163901
060014379002006,94544,10716
060014379002007,94544,10783
060014379002008,94544,10404
060014379002009,94544,6472
060014379002010,94544,25170
060014380001000,94544,188318
060014380001001,94544,364140
060014380001002,94544,13976
060014380001003,94544,24437
060014380001004,94544,76534
060014380001005,94544,37608
060014380001006,94544,25233
060014380001007,94544,28850
060014380001008,94544,182195
060014380001009,94587,941742
060014380001010,94544,40208
060014380001011,94544,14937
060014380001012,94587,99361
060014380001013,94587,20951
060014380001014,94587,33414
060014380002000,94544,18450
060014380002001,94544,21845
060014380002002,94544,20471
060014380002003,94544,43734
060014380002004,94544,20272
060014380002005,94544,15088
060014380002006,94544,69762
060014380002007,94544,14246
060014380002008,94544,13886
060014380002009,94544,58865
060014380002010,94544,44294
060014381001000,94544,1364
060014381001001,94544,145728
060014381001002,94544,2461
060014381001003,94544,16195
060014381001004,94544,13907
060014381001005,94544,4411
060014381001006,94544,29464
060014381001007,94544,325733
060014381001008,94544,15054
060014381001009,94544,14737
060014381001010,94544,18492
060014381001011,94544,23884
060014381001012,94544,27468
060014381001013,94544,20865
060014381001014,94544,36534
060014381001015,94544,5661
060014381002000,94544,18973
060014381002001,94544,19537
060014381002002,94544,14815
060014381002003,94544,15804
060014381002004,94544,12918
060014381002005,94544,16384
060014381002006,94544,15160
060014381002007,94544,14478
060014381002008,94544,62457
060014381002009,94544,15794
060014381002010,94544,17919
060014381002011,94544,11461
060014381002012,94544,2684
060014381002013,94544,18286
060014381002014,94544,18337
060014381003000,94544,3968
060014381003001,94544,26027
060014381003002,94544,58765
060014381003003,94544,9026
060014381003004,94544,8698
060014381003005,94544,7952
060014381003006,94544,15514
060014381003007,94544,15211
060014381003008,94544,10198
060014381003009,94544,7824
060014381003010,94544,8051
060014381003011,94544,19338
060014381003012,94544,11400
060014381003013,94544,7968
060014381004000,94544,6926
060014381004001,94544,32606
060014381004002,94544,29229
060014381004003,94544,27272
060014381004004,94544,15348
060014381004005,94544,26115
060014381004006,94544,12921
060014381004007,94544,24441
060014381004008,94544,21691
060014381004009,94544,22661
060014381004010,94544,17194
060014381004011,94544,81963
060014381004012,94544,17491
060014381004013,94544,11211
060014381004014,94544,16559
060014381005000,94544,5615
060014381005001,94544,10110
060014381005002,94544,30652
060014381005003,94544,13274
060014381005004,94544,18667
060014381005005,94544,15293
060014381005006,94544,3633
060014381005007,94544,15630
060014381005008,94544,16349
060014381005009,94544,12282
060014381005010,94544,24468
060014381005011,94544,34646
060014381005012,94544,14448
060014381005013,94544,18740
060014381005014,94544,12840
060014381006000,94544,11904
060014381006001,94544,11780
060014381006002,94544,59533
060014381006003,94544,11634
060014381006004,94544,52034
060014381006005,94544,7519
060014381006006,94544,18874
060014381006007,94544,24530
060014381006008,94544,6869
060014382011000,94544,28042
060014382011001,94544,28087
060014382011002,94544,28923
060014382011003,94544,32571
060014382011004,94544,15755
060014382011005,94544,36309
060014382011006,94544,5560
060014382011007,94544,26771
060014382011008,94544,28114
060014382012000,94544,6978
060014382012001,94544,42068
060014382012002,94544,188586
060014382012003,94544,6337
060014382012004,94544,9704
060014382012005,94544,6766
060014382012006,94544,6639
060014382012007,94544,10514
060014382012008,94544,5691
060014382012009,94544,5238
060014382012010,94544,5773
060014382012011,94544,7418
060014382012012,94544,42637
060014382012013,94544,11582
060014382012014,94544,10491
060014382012015,94544,8347
060014382012016,94544,8202
060014382012017,94544,15789
060014382012018,94544,11168
060014382012019,94544,5883
060014382012020,94544,4674
060014382013000,94544,47336
060014382013001,94544,8552
060014382013002,94544,8363
060014382013003,94544,8481
060014382013004,94544,8345
