GEOID,ZCTA,LAND_AREA
060014044002010,94611,117136
060014044002011,94611,13456
060014044003000,94611,499370
060014044003001,94611,22943
060014044003002,94611,342696
060014044003003,94611,2746
060014044003004,94611,1142
060014044003005,94611,178635
060014044003006,94611,50528
060014044003007,94611,78667
060014044003008,94611,6935
060014044003009,94611,8306
060014044003010,94611,18553
060014044003011,94611,22037
060014044003012,94611,77382
060014044003013,94611,31303
060014044003014,94611,13694
060014044003015,94611,8130
060014044003016,94611,1888
060014044004000,94618,183425
060014044004001,94618,9355
060014045011000,94611,3274
060014045011001,94611,67479
060014045011002,94611,107242
060014045011003,94611,1010
060014045011004,94611,8693
060014045011005,94611,3900
060014045011006,94611,129947
060014045011007,94611,697
060014045011008,94611,685
060014045011009,94611,3595
060014045011010,94611,480
060014045011011,94611,101200
060014045011012,94611,192609
060014045011013,94611,18201
060014045011014,94611,39446
060014045011015,94611,58589
060014045011016,94611,14564
060014045011017,94611,122282
060014045011018,94611,1068
060014045011019,94611,2278
060014045011020,94611,404
060014045011021,94611,34394
060014045011022,94611,383
060014045011023,94611,276
060014045011024,94611,22385
060014045011025,94611,137740
060014045011026,94611,3471
060014045011027,94602,2851
060014045021000,94611,61538
060014045021001,94611,21034
060014045021002,94611,112003
060014045021003,94611,51036
060014045021004,94611,88220
060014045021005,94611,111621
060014045021006,94611,63128
060014045022000,94611,26974
060014045022001,94611,74212
060014045022002,94611,5165
060014045022003,94611,6872
060014045022004,94611,293946
060014045022005,94611,223958
060014045022006,94611,35698
060014045022007,94611,13498
060014045023000,94611,34774
060014045023001,94611,8736
060014045023002,94611,13460
060014045023003,94611,128543
060014045023004,94611,23306
060014045023005,94611,119014
060014045023006,94611,78032
060014045023007,94611,6787
060014045023008,94611,12922
060014045023009,94611,16730
060014045023010,94611,59739
060014045023011,94611,72170
060014045023012,94611,93869
060014045023013,94611,27980
060014045023014,94611,15651
060014045023015,94611,111281
060014045023016,94611,6254
060014045024000,94611,42608
060014045024001,94611,249536
060014045024002,94611,36007
060014045024003,94611,11843
060014045024004,94611,10074
060014045024005,94611,47742
060014045024006,94611,86813
060014045024007,94611,39244
060014045024008,94611,21074
060014045024009,94611,39229
060014045024010,94611,51339
060014045024011,94611,54936
060014045024012,94611,51730
060014045024013,94611,103450
060014045024014,94611,12664
060014045024015,94611,8849
060014045024016,94611,97811
060014045024017,94611,4877
060014045024018,94611,17348
060014045024019,94611,12770
060014045024020,94611,4841
060014045024021,94611,6058
060014045024022,94611,8961
060014045024023,94611,8342
060014045024024,94611,1189
060014045024025,94611,8206
060014045024026,94611,24175
060014046001000,94611,31461
060014046001001,94611,3640
060014046001002,94611,7285
060014046001003,94611,68117
060014046001004,94611,21052
060014046001005,94611,28656
060014046001006,94611,38738
060014046001007,94611,22726
060014046001008,94611,35348
060014046001009,94611,37995
060014046001010,94611,92216
060014046001011,94611,12878
060014046001012,94611,113834
060014046001013,94611,17153
060014046001014,94611,80703
060014046001015,94611,70802
060014046002000,94611,89054
060014046002001,94611,61986
060014046002002,94611,40174
060014046002003,94611,53011
060014046002004,94611,12291
060014046002005,94611,51847
060014046002006,94611,37305
060014046002007,94611,26211
060014046003000,94611,7365
060014046003001,94611,31846
060014046003002,94611,59796
060014046003003,94611,32661
060014046003004,94611,57397
060014046003005,94611,37275
060014046003006,94611,76670
060014046003007,94611,25114
060014046003008,94611,5315
060014046003009,94611,142907
060014046003010,94611,27866
060014046003011,94611,42241
060014046003012,94611,32656
060014046003013,94611,5544
060014046003014,94611,23198
060014046003015,94611,6228
060014046004000,94611,283861
060014046004001,94611,2529
060014046004002,94611,9170
060014046004003,94611,5757
060014046004004,94611,27926
060014046004005,94611,58566
060014046004006,94602,3803
060014046004007,94602,14215
060014046004008,94611,14922
060014046004009,94611,149761
060014046004010,94611,2727
060014046004011,94611,407135
060014046004012,94611,7941
060014046004013,94611,9564
060014046004014,94611,232560
060014046004015,94602,1280460
060014046004016,94602,168317
060014046004017,94602,20842
060014046004018,94602,20968
060014046004019,94611,30661
060014046004020,94611,33516
060014046004021,94611,411068
060014046004022,94611,13081
060014047001000,94611,30209
060014047001001,94602,395181
060014047001002,94602,54460
060014047001003,94602,55883
060014047001004,94602,14711
060014047001005,94602,41611
060014047002000,94602,15514
060014047002001,94602,12351
060014047002002,94602,36807
060014047002003,94602,12001
060014047002004,94602,385771
060014047002005,94602,17953
060014047002006,94602,14367
060014047002007,94602,8390
060014047002008,94602,43777
060014047002009,94602,56723
060014048001000,94602,43709
060014048001001,94602,53472
060014048001002,94602,31320
060014048001003,94602,48556
060014048001004,94602,26077
060014048001005,94602,47029
060014048002000,94602,50044
060014048002001,94602,6822
060014048002002,94602,5088
060014048002003,94602,30000
060014048002004,94602,130735
060014048002005,94602,24472
060014048002006,94602,30668
060014048002007,94602,86461
060014048002008,94602,13952
060014049001000,94602,79531
060014049001001,94602,1603
060014049001002,94602,14045
060014049001003,94602,66872
060014049001004,94602,12149
060014049001005,94602,10576
060014049001006,94602,3253
060014049001007,94602,19784
060014049001008,94602,16580
060014049001009,94602,11922
060014049002000,94602,51235
060014049002001,94602,24868
060014049002002,94602,23447
060014049002003,94602,12381
060014049002004,94602,3538
060014049002005,94602,9339
060014049002006,94602,40286
060014049002007,94602,1443
060014049002008,94602,24879
060014049002009,94602,1535
060014049002010,94602,5904
060014049002011,94602,13502
060014049002012,94602,8689
060014049002013,94602,9745
060014049002014,94602,8326
060014049003000,94602,15664
060014049003001,94602,13708
060014049003002,94602,13737
060014049003003,94602,14041
060014049003004,94602,14179
060014049003005,94602,14048
060014049003006,94602,13043
060014049003007,94602,14383
060014049003008,94602,14607
060014049003009,94602,11709
060014049003010,94602,19729
060014049003011,94602,21312
060014049003012,94602,14192
060014049003013,94602,12820
060014049003014,94602,9994
060014049003015,94602,6086
060014049003016,94602,4356
060014049004000,94602,1016
060014049004001,94602,4093
060014049004002,94602,21610
060014049004003,94602,43103
060014049004004,94602,23866
060014049004005,94602,23473
060014049004006,94602,28175
060014049004007,94602,10581
060014049004008,94602,27615
060014049004009,94602,28533
060014049004010,94602,21829
060014049004011,94602,2002
060014049004012,94602,2025
060014049004013,94602,9754
060014049004014,94602,1215
060014049004015,94602,15147
060014049004016,94602,27662
060014049004017,94602,10798
060014049004018,94602,5648
060014050001000,94602,18238
060014050001001,94602,11308
060014050001002,94602,12622
060014050001003,94602,23731
060014050001004,94602,29537
060014050001005,94602,7882
060014050001006,94602,16675
060014050001007,94602,20296
060014050001008,94602,20156
060014050002000,94602,112371
060014050002001,94602,10708
060014050002002,94610,46902
060014050002003,94610,13402
060014050002004,94610,17482
060014050002005,94610,48680
060014050002006,94610,5860
060014050002007,94602,6446
060014050003000,94610,35044
060014050003001,94602,25130
060014050003002,94610,6680
060014050003003,94610,16680
060014050003004,94610,1140
060014050003005,94602,20001
060014050003006,94602,10015
060014050003007,94610,2062
060014050003008,94610,1573
060014050003009,94610,1378
060014050003010,94610,5629
060014050003011,94610,1245
060014050003012,94610,6226
060014050003013,94610,152470
060014050003014,94610,10139
060014050003015,94610,21953
060014050003016,94610,2225
060014050003017,94610,12542
060014050003018,94610,6872
060014050003019,94610,12039
060014050003020,94610,6246
060014050003021,94610,9885
060014050003022,94610,11209
060014051001000,94610,1617
060014051001001,94610,141659
060014051001002,94610,36305
060014051001003,94610,10421
060014051001004,94610,360
060014051001005,94610,56622
060014051001006,94610,502
060014051001007,94610,42309
060014051001008,94610,1147
060014051001009,94610,15140
060014051001010,94610,19805
060014051002000,94610,34098
060014051002001,94610,33917
060014051002002,94610,23116
060014051002003,94610,32776
060014051002004,94610,21774
060014051002005,94610,52892
060014051003000,94610,89089
060014051003001,94610,33875
060014051003002,94610,1331
060014051003003,94610,29221
060014051003004,94610,27777
060014051003005,94610,77236
060014051003006,94610,23985
060014051004000,94610,52790
060014051004001,94610,21501
060014051004002,94610,13513
060014051004003,94610,32563
060014051004004,94610,10248
060014051004005,94610,36931
060014051005000,94610,37574
060014051005001,94610,1380
060014051005002,94610,366
060014051005003,94610,323
060014051005004,94610,50817
060014051005005,94610,65
060014051005006,94610,125
060014051005007,94610,12919
060014051005008,94610,2689
060014051005009,94610,58
060014051005010,94610,33687
060014051005011,94610,39969
060014051005012,94610,42475
060014051005013,94610,33402
060014051005014,94610,26151
060014052001000,94610,19465
060014052001001,94610,54680
060014052001002,94610,1203
060014052001003,94610,12298
060014052001004,94610,12921
060014052001005,94610,1143
060014052001006,94610,74807
060014052001007,94610,13911
060014052001008,94610,8734
060014052001009,94610,10156
060014052001010,94610,10256
060014052001011,94610,4446
060014052001012,94606,15954
060014052001013,94610,3743
060014052001014,94606,7533
060014052001015,94606,13732
060014052001016,94606,11356
060014052001017,94606,10931
060014052001018,94606,9961
060014052001019,94610,26676
060014052001020,94606,2703
060014052002000,94606,26058
060014052002001,94606,20683
060014052002002,94606,15124
060014052002003,94606,28906
060014052002004,94606,15896
060014052002005,94606,3377
060014052002006,94606,15027
060014052002007,94606,15040
060014052002008,94606,12053
060014052003000,94610,22210
060014052003001,94610,17219
060014052003002,94610,5271
060014052003003,94606,12072
060014052003004,94606,10055
060014052003005,94606,4959
060014052003006,94610,13539
060014052003007,94610,15355
060014052003008,94610,6684
060014052003009,94610,12533
060014052003010,94610,12532
060014052003011,94606,15036
060014052003012,94610,4266
060014052003013,94610,7968
060014052003014,94606,6245
060014052003015,94610,3710
060014052003016,94606,16144
060014052003017,94606,29093
060014052004000,94610,9888
060014052004001,94610,21465
060014052004002,94610,30964
060014052004003,94610,16807
060014052004004,94610,4002
060014052004005,94606,7575
060014052004006,94610,16870
060014052004007,94610,23963
060014052004008,94610,15983
060014052004009,94606,2562
060014052004010,94606,6396
060014052004011,94606,2240
060014052004012,94610,5439
060014053011000,94606,11800
060014053011001,94606,8711
060014053011002,94606,31745
060014053011003,94606,18646
060014053011004,94606,2964
060014053012000,94606,18508
060014053012001,94606,24015
060014053012002,94606,2140
060014053012003,94606,23288
060014053012004,94606,8380
060014053013000,94606,28993
060014053013001,94606,27929
060014053013002,94606,20634
060014053021000,94606,1816
060014053021001,94606,9004
060014053021002,94606,4958
060014053021003,94606,33048
060014053021004,94606,2732
060014053021005,94606,8062
060014053021006,94606,20164
060014053021007,94606,11905
060014053021008,94606,11513
060014053021009,94606,8731
060014053022000,94606,1121
060014053022001,94606,14068
060014053022002,94606,8148
060014053022003,94606,12389
060014053022004,94606,11526
060014053022005,94606,11531
060014053022006,94606,12066
060014053022007,94606,11590
060014053022008,94606,11194
060014054011000,94606,11615
060014054011001,94606,2143
060014054011002,94606,12199
060014054011003,94606,23920
060014054011004,94606,11894
060014054011005,94606,11611
060014054011006,94606,11468
060014054011007,94606,11980
060014054011008,94606,12162
060014054011009,94606,11539
060014054012000,94606,12869
060014054012001,94606,24719
060014054012002,94606,12013
060014054012003,94606,12051
060014054012004,94606,12419
060014054012005,94606,12309
060014054012006,94606,12018
060014054013000,94606,12463
060014054013001,94606,12021
060014054013002,94606,11904
060014054013003,94606,12044
060014054013004,94606,11650
060014054013005,94606,11528
060014054013006,94606,11456
060014054013007,94606,11935
060014054021000,94606,12368
060014054021001,94606,12317
060014054021002,94606,12388
060014054021003,94606,12087
060014054021004,94606,11902
060014054021005,94606,12219
060014054021006,94606,11999
060014054021007,94606,11867
060014054021008,94606,24055
060014054021009,94606,11494
060014054021010,94606,11464
060014054021011,94606,11668
060014054021012,94606,12055
060014054021013,94606,11852
060014054021014,94606,11354
060014054022000,94606,12009
060014054022001,94606,11687
060014054022002,94606,11373
060014054022003,94606,11972
060014054022004,94606,12050
060014054022005,94606,11931
060014054022006,94606,11506
060014054022007,94606,11752
060014055001000,94606,12008
060014055001001,94606,11965
060014055001002,94606,12058
060014055001003,94606,12087
060014055001004,94606,11946
060014055001005,94606,11980
060014055001006,94606,12067
060014055001007,94606,11903
060014055002000,94606,12057
060014055002001,94606,11942
060014055002002,94606,11857
060014055002003,94606,12153
060014055002004,94606,12047
060014055002005,94606,11886
060014055002006,94606,12118
060014055002007,94606,12177
060014055003000,94606,11987
060014055003001,94606,12056
060014055003002,94606,12058
060014055003003,94606,12117
060014055003004,94606,11906
060014055003005,94606,11947
060014055003006,94606,11928
060014055003007,94606,11925
060014055004000,94606,28133
060014055004001,94606,1527
060014055004002,94606,10837
060014055004003,94606,15128
060014055004004,94606,5185
060014055004005,94606,6925
060014055004006,94606,7142
060014055004007,94606,24358
060014055004008,94606,24311
060014056001000,94610,6167
060014056001001,94610,9647
060014056001002,94610,27042
060014056001003,94610,1739
060014056001004,94610,16444
060014056001005,94610,9136
060014056001006,94610,33374
060014056001007,94610,16330
060014056002000,94610,29386
060014056002001,94610,10974
060014056002002,94610,15689
060014056002003,94610,15076
060014056002004,94606,34591
060014056002005,94606,37983
060014056002006,94606,33170
060014056003000,94610,11871
060014056003001,94610,3964
060014056003002,94606,1226
060014056003003,94606,13657
060014056003004,94606,19560
060014056003005,94606,4235
060014056003006,94606,30824
060014056003007,94606,37535
060014056003008,94606,9154
060014057001000,94602,4399
060014057001001,94602,3406
060014057001002,94602,5637
060014057001003,94602,11175
060014057001004,94602,8339
060014057001005,94602,6584
060014057001006,94602,13148
060014057001007,94602,17927
060014057001008,94602,17380
060014057001009,94602,8767
060014057001010,94602,7601
060014057001011,94602,6618
060014057001012,94602,1006
060014057001013,94602,13757
060014057001014,94602,15052
060014057001015,94602,22467
060014057001016,94602,2255
060014057001017,94602,20438
060014057001018,94602,12770
060014057001019,94602,10178
060014057002000,94602,1612
060014057002001,94602,18200
060014057002002,94602,23824
060014057002003,94606,17872
060014057002004,94606,11228
060014057002005,94606,11136
060014057002006,94606,11083
060014057002007,94606,15658
060014057002008,94606,20199
060014057002009,94606,10691
060014057003000,94602,1901
060014057003001,94602,67114
060014057003002,94606,24484
060014057003003,94606,28887
060014057003004,94602,3093
060014057003005,94606,22878
060014057003006,94606,24183
060014057003007,94606,23913
060014058001000,94606,1366
060014058001001,94606,9421
060014058001002,94606,23127
060014058001003,94606,29532
060014058001004,94606,7550
060014058001005,94606,17382
060014058001006,94606,14734
060014058001007,94606,30428
060014058001008,94606,28691
060014058002000,94606,23904
060014058002001,94606,24300
060014058002002,94606,23863
060014058002003,94606,24250
060014058002004,94606,24069
060014058003000,94606,24708
060014058003001,94606,1106
060014058003002,94606,8787
060014058003003,94606,39298
060014058003004,94606,6583
060014058003005,94606,1139
060014058003006,94606,1004
060014058003007,94606,6112
060014058003008,94606,3736
060014058003009,94606,24338
060014058003010,94606,24072
060014058004000,94606,29365
060014058004001,94606,20844
060014058004002,94606,17610
060014058004003,94606,15733
060014058004004,94606,12001
060014059011000,94606,6879
060014059011001,94606,6906
060014059011002,94606,6718
060014059011003,94606,6328
060014059011004,94606,6538
060014059011005,94606,6494
060014059011006,94606,6442
060014059011007,94606,7341
060014059011008,94606,6642
060014059011009,94606,7112
060014059011010,94606,11331
060014059011011,94606,1820
060014059011012,94606,15146
060014059011013,94606,14079
060014059011014,94606,10188
060014059011015,94606,7109
060014059011016,94606,6175
060014059012000,94606,25189
060014059012001,94606,1166
060014059012002,94606,1240
060014059012003,94606,1152
060014059012004,94606,6814
060014059012005,94606,6358
060014059012006,94606,6788
060014059012007,94606,28340
060014059012008,94606,1626
060014059012009,94606,1019
060014059012010,94606,20469
060014059012011,94606,6162
060014059012012,94606,6597
060014059012013,94606,6542
060014059012014,94606,6376
060014059012015,94606,12712
060014059012016,94606,6584
060014059012017,94606,6819
060014059012018,94606,6529
060014059012019,94606,28219
060014059013000,94606,6612
060014059013001,94606,6883
060014059013002,94606,6747
060014059013003,94606,6194
060014059013004,94606,6039
060014059013005,94606,6622
060014059013006,94606,6475
060014059013007,94606,6412
060014059013008,94606,6697
060014059013009,94606,6408
060014059013010,94606,6738
060014059013011,94606,6676
060014059013012,94606,29043
060014059013013,94606,25103
060014059021000,94606,34900
060014059021001,94606,1052
060014059021002,94606,5720
060014059021003,94606,4472
060014059021004,94606,9885
060014059021005,94606,1352
060014059021006,94606,9115
060014059021007,94606,1111
060014059021008,94606,10105
060014059021009,94606,6839
060014059021010,94606,6903
060014059021011,94606,13337
060014059021012,94606,6714
060014059021013,94606,6203
060014059021014,94606,1359
060014059021015,94606,1215
060014059021016,94606,23863
060014059021017,94606,1192
060014059021018,94606,6536
060014059021019,94606,6399
060014059021020,94606,6776
060014059021021,94606,6804
060014059021022,94606,6761
060014059021023,94606,14406
060014059021024,94606,6869
060014059022000,94606,10328
060014059022001,94606,9417
060014059022002,94606,2852
060014059022003,94606,6495
060014059022004,94606,6334
060014059022005,94606,3285
060014059022006,94606,53633
060014059022007,94606,6712
060014059022008,94606,6741
060014059022009,94606,1617
060014059022010,94606,6740
060014059022011,94606,4074
060014059022012,94606,9729
060014059022013,94606,6422
060014059022014,94606,13845
060014059022015,94606,1627
060014059022016,94606,4517
060014059022017,94606,1165
060014059022018,94606,4732
060014059022019,94606,9076
060014059022020,94606,4976
060014059022021,94606,6282
060014059022022,94606,6694
060014059022023,94606,6736
060014059022024,94606,6837
060014059022025,94606,6841
060014059022026,94606,7082
060014059022027,94606,6789
060014059022028,94606,6133
060014059022029,94606,7170
060014059022030,94606,6706
060014059022031,94606,6800
060014059022032,94606,6591
060014059022033,94606,6681
060014059022034,94606,6304
060014059022035,94606,6383
060014059022036,94606,6733
060014059022037,94606,6313
060014060001000,94606,12372
060014060001001,94606,14701
060014060001002,94606,5635
060014060001003,94606,1087
060014060001004,94606,201499
060014060001005,94606,3566
060014060001006,94606,1520
060014060001007,94606,8650
060014060001008,94606,8535
060014060001009,94606,3249
060014060001010,94606,5007
060014060001011,94606,57342
060014060001012,94606,4540
060014060001013,94606,23411
060014060001014,94606,4013
060014060001015,94606,12409
060014060001016,94606,12713
060014060001017,94606,5350
060014060001018,94606,3731
060014060001019,94606,8080
060014060001020,94606,2165
060014060001021,94606,57494
060014060001022,94606,352061
060014060001023,94606,0
060014060001024,94606,0
060014060001025,94606,48327
060014060001026,94606,19739
060014060001027,94606,58539
060014060001028,94606,11228
060014060001029,94606,5250
060014060001030,94606,50148
060014060001031,94606,18837
060014060001032,94606,25559
060014060001033,94606,1403
060014060001034,94606,101573
060014060001035,94606,24909
060014060001036,94606,3289
060014060001037,94606,8757
060014060001038,94606,53997
060014060001039,94606,58820
060014060001040,94606,6137
060014060001041,94606,2434
060014060001042,94606,7884
060014060001043,94606,3416
060014060001044,94606,6666
060014060001045,94606,7050
060014060001046,94606,7138
060014060001047,94606,6749
060014060001048,94606,4029
060014060001049,94606,22123
060014060001050,94606,39353
060014060001051,94606,92706
060014060001052,94606,21711
060014060001053,94606,6479
060014060001054,94606,7098
060014060001055,94606,7224
060014060001056,94606,7180
060014060001057,94606,7355
060014060001058,94606,6295
060014060001059,94606,6174
060014060001060,94606,4076
060014060001061,94606,1708
060014060001062,94606,5895
060014060001063,94606,7053
060014060001064,94606,24071
060014060002000,94606,12149
060014060002001,94606,1090
060014060002002,94606,11603
060014060002003,94606,11322
060014060002004,94606,12171
060014060002005,94606,11932
060014060002006,94606,1013
060014060002007,94606,6482
060014060002008,94606,6914
060014060002009,94606,12620
060014060002010,94606,12315
060014060002011,94606,3323
060014060002012,94606,83988
060014060002013,94606,1178
060014060002014,94606,1354
060014060002015,94606,4782
060014060002016,94606,12385
060014060002017,94606,12600
060014060002018,94606,1035
060014060002019,94606,10282
060014060003000,94606,1419
060014060003001,94606,12030
060014060003002,94606,12340
060014060003003,94606,12279
060014060003004,94606,1016
060014060003005,94606,12708
060014060003006,94606,31363
060014060003007,94606,2405
060014060003008,94606,11944
060014060003009,94606,11062
060014060003010,94606,11229
060014060004000,94606,13712
060014060004001,94606,12108
060014060004002,94606,11888
060014060004003,94606,11056
060014060004004,94606,12369
060014060004005,94606,11735
060014060004006,94606,12180
060014060004007,94606,1069
060014060004008,94606,12064
060014060004009,94606,4566
060014060004010,94606,6599
060014060004011,94606,11434
060014060004012,94606,11853
060014060004013,94606,1093
060014060004014,94606,12081
060014061001000,94601,1026
060014061001001,94601,15691
060014061001002,94601,13277
060014061001003,94601,7285
060014061001004,94601,8607
060014061001005,94601,1502
060014061001006,94601,14999
060014061001007,94601,4210
060014061001008,94601,4787
060014061001009,94601,6707
060014061001010,94601,4366
060014061001011,94601,20768
060014061001012,94601,113826
060014061001013,94601,17682
060014061001014,94601,1691
060014061001015,94601,12160
060014061001016,94601,1786
060014061001017,94601,7791
060014061001018,94601,22653
060014061001019,94601,7966
060014061001020,94601,6408
060014061001021,94601,7448
060014061001022,94601,27302
060014061001023,94601,14171
060014061001024,94601,17013
060014061001025,94601,2300
060014061001026,94601,1023
060014061001027,94601,11273
060014061001028,94601,14693
060014061001029,94601,15051
060014061001030,94601,11035
060014061001031,94601,14292
060014061001032,94601,1027
060014061001033,94601,13030
060014061001034,94601,11227
060014061001035,94601,2092
060014061001036,94601,10968
060014061001037,94601,11296
060014061001038,94601,5356
060014061001039,94601,5946
060014061001040,94601,6203
060014061001041,94601,1559
060014061001042,94601,16735
060014061001043,94601,18468
060014061001044,94601,1736
060014061001045,94601,1080
060014061001046,94601,1430
060014061002000,94601,27436
060014061002001,94601,8373
060014061002002,94601,36563
060014061002003,94601,37995
060014061002004,94601,10594
060014061002005,94601,10522
060014061002006,94601,27762
060014061002007,94601,12087
060014061002008,94601,3044
060014061002009,94601,15300
060014061002010,94601,13495
060014061002011,94601,2134
060014061002012,94601,18318
060014061002013,94601,3213
060014061002014,94601,14802
060014061002015,94601,19231
060014061002016,94601,5562
060014061002017,94601,5595
060014061002018,94601,10977
060014061002019,94601,220092
060014061002020,94601,109151
060014061002021,94601,1402
060014061002022,94601,4650
060014061002023,94601,0
060014061003000,94601,27788
060014061003001,94601,8626
060014061003002,94601,9618
060014061003003,94601,1087
060014061003004,94601,29432
060014061003005,94601,13061
060014061003006,94606,1688
060014061003007,94606,8555
060014061003008,94601,10571
060014061003009,94601,0
060014061003010,94601,75559
060014061003011,94601,11525
060014061003012,94601,11677
060014061003013,94601,8818
060014061003014,94601,6253
060014061003015,94601,10684
060014061003016,94601,11265
060014061003017,94601,14954
060014061003018,94601,15076
060014061003019,94601,14930
060014061003020,94601,2041
060014061004000,94601,9612
060014061004001,94606,3331
060014061004002,94606,4757
060014061004003,94606,4693
060014061004004,94606,23082
060014061004005,94601,55656
060014061004006,94601,4167
060014061004007,94606,3528
060014061004008,94601,1116
060014061004009,94601,65197
060014061004010,94601,8670
060014061004011,94601,7962
060014061004012,94601,8610
060014061004013,94606,6444
060014061004014,94601,8071
060014061004015,94601,8732
060014061004016,94601,10356
060014061004017,94601,53552
060014061004018,94601,15683
060014061004019,94601,12565
060014061004020,94601,1908
060014061004021,94601,1164
060014061004022,94601,8707
060014061004023,94601,8838
060014061004024,94601,27190
060014061004025,94601,10401
060014061004026,94601,5616
060014061004027,94601,2350
060014061004028,94601,1168
060014061004029,94601,4764
060014061004030,94601,5703
060014062011000,94606,3798
060014062011001,94601,20860
060014062011002,94601,17229
060014062011003,94606,5685
060014062011004,94601,17524
060014062011005,94601,17765
060014062011006,94601,8734
060014062011007,94601,8371
060014062011008,94601,8737
060014062011009,94601,8674
060014062011010,94601,8853
060014062011011,94601,8746
060014062012000,94606,5023
060014062012001,94601,12856
060014062012002,94601,21591
060014062012003,94601,10554
060014062012004,94606,4820
060014062012005,94601,11723
060014062012006,94601,8166
060014062012007,94606,2404
060014062013000,94601,10314
060014062013001,94601,7065
060014062013002,94601,46872
060014062013003,94601,15602
060014062013004,94601,3893
060014062013005,94601,3285
060014062014000,94606,4760
060014062014001,94601,6953
060014062014002,94601,5884
060014062014003,94601,9122
060014062014004,94601,13689
060014062014005,94601,41462
060014062014006,94601,9089
060014062014007,94601,5147
060014062014008,94601,10574
060014062014009,94606,2240
060014062021000,94601,60839
060014062021001,94601,2660
060014062022000,94601,17199
060014062022001,94601,20787
060014062022002,94601,22459
060014062022003,94601,54344
060014062022004,94601,10490
060014062022005,94601,8568
060014062023000,94601,13159
060014062023001,94601,11871
060014062023002,94601,28120
060014062023003,94601,49261
060014062023004,94601,80979
060014062023005,94601,11447
060014063001000,94601,36052
060014063001001,94601,19604
060014063001002,94601,46357
060014063001003,94601,15148
060014063002000,94601,43251
060014063002001,94601,28597
060014063002002,94601,18342
060014063002003,94601,12854
060014063002004,94601,11986
060014063002005,94601,16362
060014063002006,94601,7201
060014063002007,94601,6051
060014063003000,94601,32811
060014063003001,94601,49487
060014063003002,94601,20216
060014063003003,94601,20359
060014063004000,94601,5572
060014063004001,94606,4449
060014063004002,94601,3612
060014063004003,94606,7496
060014063004004,94606,4007
060014063004005,94601,4762
060014063004006,94601,8664
060014063004007,94601,13015
060014063004008,94601,10696
060014063004009,94601,14683
060014063004010,94601,20350
060014063004011,94606,3731
060014064001000,94602,3320
060014064001001,94602,82586
060014064001002,94602,9198
060014064001003,94602,10765
060014064001004,94601,4344
060014064001005,94601,18616
060014064001006,94601,12125
060014064002000,94602,5049
060014064002001,94602,5898
060014064002002,94606,122236
060014064002003,94602,78927
060014064002004,94601,67794
060014064002005,94601,36805
060014064002006,94601,11943
060014064002007,94601,18373
060014065001000,94602,25479
060014065001001,94602,23709
060014065001002,94601,17467
060014065001003,94601,14069
060014065001004,94601,11973
060014065001005,94601,11593
060014065001006,94602,21602
060014065001007,94601,28728
060014065001008,94601,46495
060014065001009,94601,11390
060014065001010,94601,11856
060014065001011,94601,15594
060014065002000,94601,14577
060014065002001,94601,14432
060014065002002,94601,14689
060014065002003,94601,14943
060014065002004,94601,15484
060014065002005,94601,16116
060014065002006,94601,8712
060014065002007,94601,7971
060014065003000,94601,13739
060014065003001,94601,38010
060014065003002,94601,58356
060014065003003,94601,20858
060014065003004,94601,7686
060014065003005,94601,28145
060014065003006,94601,11091
060014065003007,94601,45179
060014065003008,94601,28450
060014065004000,94601,8986
060014065004001,94601,39802
060014065004002,94601,20928
060014065004003,94601,30070
060014065004004,94601,26218
060014065004005,94601,20619
060014066011000,94602,11399
060014066011001,94602,15611
060014066011002,94602,7315
060014066011003,94602,12022
060014066011004,94602,17760
060014066011005,94619,3472
060014066011006,94619,11111
060014066011007,94602,10832
060014066011008,94602,12038
060014066011009,94602,23321
060014066011010,94619,11787
060014066012000,94602,37240
060014066012001,94602,23751
060014066012002,94602,31851
060014066012003,94602,16825
060014066012004,94602,62647
060014066012005,94602,26193
060014066013000,94602,32988
060014066013001,94602,30524
060014066013002,94602,13888
060014066013003,94602,16761
060014066013004,94602,7848
060014066013005,94602,28089
060014066013006,94602,8495
060014066013007,94602,13894
060014066013008,94602,14070
060014066013009,94602,13562
060014066013010,94602,11711
060014066013011,94602,9146
060014066013012,94602,8673
060014066013013,94602,9795
060014066013014,94602,10301
060014066013015,94602,8764
060014066014000,94602,8478
060014066014001,94602,10110
060014066014002,94602,11569
060014066014003,94602,22041
060014066014004,94602,10862
060014066014005,94602,21765
060014066014006,94619,10419
060014066014007,94602,12644
060014066014008,94602,10535
060014066014009,94602,9394
060014066014010,94602,10316
060014066014011,94602,6930
060014066014012,94619,4465
060014066014013,94619,1074
060014066014014,94619,2223
060014066014015,94602,12643
060014066014016,94619,8251
060014066021000,94602,12508
060014066021001,94602,15871
060014066021002,94602,17720
060014066021003,94602,18812
060014066021004,94602,13318
060014066021005,94602,5095
060014066021006,94602,22949
060014066021007,94602,17300
060014066021008,94602,6213
060014066021009,94602,2133
060014066021010,94602,1942
060014066021011,94602,1292
060014066021012,94602,4424
060014066021013,94602,1225
060014066021014,94602,1772
060014066021015,94602,2181
060014066021016,94602,10760
060014066021017,94602,16121
060014066021018,94602,5984
060014066021019,94602,7430
060014066021020,94602,6064
060014066021021,94602,10202
060014066021022,94602,21567
060014066021023,94602,18314
060014066021024,94602,39099
060014066021025,94602,6086
