n_zctas,mean_mbps,median_mbps,std_mbps,q25_mbps,q75_mbps,iqr_mbps,min_mbps,max_mbps
69,69.19605554479935,68.64987646339088,32.000365735068726,52.06498234409311,80.4908060881643,28.425823744071195,3.0471987117287176,198.11108749828307
